fecha,cod_ine,CCAA,total,date,cum_confirmed_cases,adm1_name,c1_schoolclosing,c2_workplaceclosing,c3_cancelpublicevents,c4_restrictionsongatherings,c5_closepublictransport,c6_stayathomerequirements,c7_domestictravel,c8_internationaltravel,e1_incomesupport,e2_debtcontractrelief,h1_publicinfocampaign,h2_testingpolicy,h3_contacttracing,school_closure,work_from_home,no_public_gathering,no_private_gathering,transit_suspension,home_isolation,travel_ban_local,travel_ban_intl
2020-02-27,01,Andalucía,1,2020-02-27,1,Andalucía,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-02-28,01,Andalucía,6,2020-02-28,6,Andalucía,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-02-29,01,Andalucía,8,2020-02-29,8,Andalucía,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-01,01,Andalucía,12,2020-03-01,12,Andalucía,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-02,01,Andalucía,12,2020-03-02,12,Andalucía,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-03,01,Andalucía,13,2020-03-03,13,Andalucía,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-04,01,Andalucía,13,2020-03-04,13,Andalucía,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-05,01,Andalucía,12,2020-03-05,12,Andalucía,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-06,01,Andalucía,21,2020-03-06,21,Andalucía,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-07,01,Andalucía,27,2020-03-07,27,Andalucía,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-08,01,Andalucía,35,2020-03-08,35,Andalucía,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-09,01,Andalucía,54,2020-03-09,54,Andalucía,3,1,0,0,0,0,1,0,0,2,2,1,1,1,1,0,0,0,0,1,0
2020-03-10,01,Andalucía,71,2020-03-10,71,Andalucía,3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1
2020-03-11,01,Andalucía,90,2020-03-11,90,Andalucía,3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1
2020-03-12,01,Andalucía,115,2020-03-12,115,Andalucía,3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1
2020-03-13,01,Andalucía,219,2020-03-13,219,Andalucía,3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1
2020-03-14,01,Andalucía,269,2020-03-14,269,Andalucía,3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-15,01,Andalucía,437,2020-03-15,437,Andalucía,3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-16,01,Andalucía,554,2020-03-16,554,Andalucía,3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-17,01,Andalucía,683,2020-03-17,683,Andalucía,3,2,2,1,1,2,1,4,0,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-18,01,Andalucía,859,2020-03-18,859,Andalucía,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-19,01,Andalucía,1008,2020-03-19,1008,Andalucía,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-20,01,Andalucía,1287,2020-03-20,1287,Andalucía,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-21,01,Andalucía,1515,2020-03-21,1515,Andalucía,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-22,01,Andalucía,1725,2020-03-22,1725,Andalucía,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-23,01,Andalucía,1961,2020-03-23,1961,Andalucía,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-24,01,Andalucía,2471,2020-03-24,2471,Andalucía,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-25,01,Andalucía,3010,2020-03-25,3010,Andalucía,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-02-27,02,Aragón,0,2020-02-27,0,Aragón,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-02-28,02,Aragón,1,2020-02-28,1,Aragón,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-02-29,02,Aragón,1,2020-02-29,1,Aragón,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-01,02,Aragón,0,2020-03-01,0,Aragón,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-02,02,Aragón,0,2020-03-02,0,Aragón,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-03,02,Aragón,0,2020-03-03,0,Aragón,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-04,02,Aragón,0,2020-03-04,0,Aragón,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-05,02,Aragón,1,2020-03-05,1,Aragón,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-06,02,Aragón,6,2020-03-06,6,Aragón,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-07,02,Aragón,11,2020-03-07,11,Aragón,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-08,02,Aragón,13,2020-03-08,13,Aragón,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-09,02,Aragón,13,2020-03-09,13,Aragón,3,1,0,0,0,0,1,0,0,2,2,1,1,1,1,0,0,0,0,1,0
2020-03-10,02,Aragón,38,2020-03-10,38,Aragón,3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1
2020-03-11,02,Aragón,45,2020-03-11,45,Aragón,3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1
2020-03-12,02,Aragón,64,2020-03-12,64,Aragón,3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1
2020-03-13,02,Aragón,80,2020-03-13,80,Aragón,3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1
2020-03-14,02,Aragón,80,2020-03-14,80,Aragón,3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-15,02,Aragón,147,2020-03-15,147,Aragón,3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-16,02,Aragón,174,2020-03-16,174,Aragón,3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-17,02,Aragón,207,2020-03-17,207,Aragón,3,2,2,1,1,2,1,4,0,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-18,02,Aragón,226,2020-03-18,226,Aragón,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-19,02,Aragón,281,2020-03-19,281,Aragón,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-20,02,Aragón,360,2020-03-20,360,Aragón,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-21,02,Aragón,424,2020-03-21,424,Aragón,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-22,02,Aragón,532,2020-03-22,532,Aragón,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-23,02,Aragón,638,2020-03-23,638,Aragón,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-24,02,Aragón,758,2020-03-24,758,Aragón,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-25,02,Aragón,907,2020-03-25,907,Aragón,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-02-27,03,Asturias,0,2020-02-27,0,Asturias,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-02-28,03,Asturias,0,2020-02-28,0,Asturias,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-02-29,03,Asturias,0,2020-02-29,0,Asturias,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-01,03,Asturias,1,2020-03-01,1,Asturias,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-02,03,Asturias,1,2020-03-02,1,Asturias,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-03,03,Asturias,1,2020-03-03,1,Asturias,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-04,03,Asturias,2,2020-03-04,2,Asturias,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-05,03,Asturias,5,2020-03-05,5,Asturias,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-06,03,Asturias,5,2020-03-06,5,Asturias,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-07,03,Asturias,5,2020-03-07,5,Asturias,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-08,03,Asturias,7,2020-03-08,7,Asturias,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-09,03,Asturias,7,2020-03-09,7,Asturias,3,1,0,0,0,0,1,0,0,2,2,1,1,1,1,0,0,0,0,1,0
2020-03-10,03,Asturias,22,2020-03-10,22,Asturias,3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1
2020-03-11,03,Asturias,32,2020-03-11,32,Asturias,3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1
2020-03-12,03,Asturias,47,2020-03-12,47,Asturias,3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1
2020-03-13,03,Asturias,67,2020-03-13,67,Asturias,3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1
2020-03-14,03,Asturias,92,2020-03-14,92,Asturias,3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-15,03,Asturias,137,2020-03-15,137,Asturias,3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-16,03,Asturias,177,2020-03-16,177,Asturias,3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-17,03,Asturias,193,2020-03-17,193,Asturias,3,2,2,1,1,2,1,4,0,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-18,03,Asturias,242,2020-03-18,242,Asturias,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-19,03,Asturias,292,2020-03-19,292,Asturias,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-20,03,Asturias,344,2020-03-20,344,Asturias,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-21,03,Asturias,486,2020-03-21,486,Asturias,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-22,03,Asturias,545,2020-03-22,545,Asturias,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-23,03,Asturias,594,2020-03-23,594,Asturias,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-24,03,Asturias,662,2020-03-24,662,Asturias,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-25,03,Asturias,779,2020-03-25,779,Asturias,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-02-27,04,Baleares,1,2020-02-27,1,Baleares,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-02-28,04,Baleares,1,2020-02-28,1,Baleares,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-02-29,04,Baleares,2,2020-02-29,2,Baleares,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-01,04,Baleares,2,2020-03-01,2,Baleares,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-02,04,Baleares,2,2020-03-02,2,Baleares,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-03,04,Baleares,2,2020-03-03,2,Baleares,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-04,04,Baleares,5,2020-03-04,5,Baleares,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-05,04,Baleares,6,2020-03-05,6,Baleares,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-06,04,Baleares,6,2020-03-06,6,Baleares,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-07,04,Baleares,6,2020-03-07,6,Baleares,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-08,04,Baleares,8,2020-03-08,8,Baleares,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-09,04,Baleares,11,2020-03-09,11,Baleares,3,1,0,0,0,0,1,0,0,2,2,1,1,1,1,0,0,0,0,1,0
2020-03-10,04,Baleares,13,2020-03-10,13,Baleares,3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1
2020-03-11,04,Baleares,16,2020-03-11,16,Baleares,3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1
2020-03-12,04,Baleares,22,2020-03-12,22,Baleares,3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1
2020-03-13,04,Baleares,30,2020-03-13,30,Baleares,3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1
2020-03-14,04,Baleares,28,2020-03-14,28,Baleares,3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-15,04,Baleares,28,2020-03-15,28,Baleares,3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-16,04,Baleares,73,2020-03-16,73,Baleares,3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-17,04,Baleares,92,2020-03-17,92,Baleares,3,2,2,1,1,2,1,4,0,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-18,04,Baleares,112,2020-03-18,112,Baleares,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-19,04,Baleares,169,2020-03-19,169,Baleares,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-20,04,Baleares,203,2020-03-20,203,Baleares,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-21,04,Baleares,246,2020-03-21,246,Baleares,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-22,04,Baleares,331,2020-03-22,331,Baleares,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-23,04,Baleares,400,2020-03-23,400,Baleares,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-24,04,Baleares,478,2020-03-24,478,Baleares,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-25,04,Baleares,562,2020-03-25,562,Baleares,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-02-27,05,Canarias,6,2020-02-27,6,Canarias,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-02-28,05,Canarias,6,2020-02-28,6,Canarias,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-02-29,05,Canarias,6,2020-02-29,6,Canarias,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-01,05,Canarias,7,2020-03-01,7,Canarias,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-02,05,Canarias,7,2020-03-02,7,Canarias,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-03,05,Canarias,7,2020-03-03,7,Canarias,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-04,05,Canarias,7,2020-03-04,7,Canarias,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-05,05,Canarias,8,2020-03-05,8,Canarias,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-06,05,Canarias,11,2020-03-06,11,Canarias,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-07,05,Canarias,18,2020-03-07,18,Canarias,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-08,05,Canarias,17,2020-03-08,17,Canarias,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
2020-03-09,05,Canarias,22,2020-03-09,22,Canarias,3,1,0,0,0,0,1,0,0,2,2,1,1,1,1,0,0,0,0,1,0
2020-03-10,05,Canarias,25,2020-03-10,25,Canarias,3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1
2020-03-11,05,Canarias,37,2020-03-11,37,Canarias,3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1
2020-03-12,05,Canarias,51,2020-03-12,51,Canarias,3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1
2020-03-13,05,Canarias,70,2020-03-13,70,Canarias,3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1
2020-03-14,05,Canarias,90,2020-03-14,90,Canarias,3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-15,05,Canarias,109,2020-03-15,109,Canarias,3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-16,05,Canarias,119,2020-03-16,119,Canarias,3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-17,05,Canarias,148,2020-03-17,148,Canarias,3,2,2,1,1,2,1,4,0,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-18,05,Canarias,181,2020-03-18,181,Canarias,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-19,05,Canarias,220,2020-03-19,220,Canarias,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-20,05,Canarias,287,2020-03-20,287,Canarias,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-21,05,Canarias,348,2020-03-21,348,Canarias,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-22,05,Canarias,414,2020-03-22,414,Canarias,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-23,05,Canarias,481,2020-03-23,481,Canarias,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
2020-03-24,05,Canarias,557,2020-03-24,557,Canarias,3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1
