Datum,Provincienaam,Aantal,date,adm1_name,cum_confirmed_cases,c1_schoolclosing,c2_workplaceclosing,c3_cancelpublicevents,c4_restrictionsongatherings,c5_closepublictransport,c6_stayathomerequirements,c7_domestictravel,c8_internationaltravel,e1_incomesupport,e2_debtcontractrelief,h1_publicinfocampaign,h2_testingpolicy,h3_contacttracing,school_closure,work_from_home,no_public_gathering,no_private_gathering,home_isolation,travel_ban_local,travel_ban_intl
2020-03-19,Overijssel,73,2020-03-19,Overijssel,341,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-20,Overijssel,98,2020-03-20,Overijssel,439,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-21,Overijssel,161,2020-03-21,Overijssel,600,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-22,Overijssel,187,2020-03-22,Overijssel,787,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-23,Overijssel,216,2020-03-23,Overijssel,1003,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-24,Overijssel,247,2020-03-24,Overijssel,1250,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-25,Overijssel,316,2020-03-25,Overijssel,1566,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-26,Overijssel,385,2020-03-26,Overijssel,1951,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-27,Overijssel,443,2020-03-27,Overijssel,2394,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-28,Overijssel,511,2020-03-28,Overijssel,2905,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1
2020-03-29,Overijssel,583,2020-03-29,Overijssel,3488,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1
2020-03-30,Overijssel,640,2020-03-30,Overijssel,4128,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1
2020-03-31,Overijssel,698,2020-03-31,Overijssel,4826,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1
2020-04-01,Overijssel,779,2020-04-01,Overijssel,5605,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1
2020-03-03,Utrecht,3,2020-03-03,Utrecht,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
2020-03-04,Utrecht,3,2020-03-04,Utrecht,6,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
2020-03-05,Utrecht,23,2020-03-05,Utrecht,29,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
2020-03-06,Utrecht,33,2020-03-06,Utrecht,62,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0
2020-03-07,Utrecht,47,2020-03-07,Utrecht,109,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0
2020-03-08,Utrecht,52,2020-03-08,Utrecht,161,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0
2020-03-09,Utrecht,52,2020-03-09,Utrecht,213,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,1,0,0
2020-03-10,Utrecht,55,2020-03-10,Utrecht,268,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,1,0,0
2020-03-11,Utrecht,67,2020-03-11,Utrecht,335,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,1,0,0
2020-03-12,Utrecht,80,2020-03-12,Utrecht,415,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0
2020-03-13,Utrecht,83,2020-03-13,Utrecht,498,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0
2020-03-14,Utrecht,87,2020-03-14,Utrecht,585,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0
2020-03-15,Utrecht,109,2020-03-15,Utrecht,694,1,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0
2020-03-16,Utrecht,140,2020-03-16,Utrecht,834,3,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0
2020-03-17,Utrecht,173,2020-03-17,Utrecht,1007,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,1,0
2020-03-18,Utrecht,197,2020-03-18,Utrecht,1204,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,1,0
2020-03-19,Utrecht,237,2020-03-19,Utrecht,1441,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-20,Utrecht,267,2020-03-20,Utrecht,1708,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-21,Utrecht,313,2020-03-21,Utrecht,2021,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-22,Utrecht,344,2020-03-22,Utrecht,2365,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-23,Utrecht,401,2020-03-23,Utrecht,2766,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-24,Utrecht,458,2020-03-24,Utrecht,3224,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-25,Utrecht,547,2020-03-25,Utrecht,3771,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-26,Utrecht,628,2020-03-26,Utrecht,4399,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-27,Utrecht,716,2020-03-27,Utrecht,5115,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-28,Utrecht,797,2020-03-28,Utrecht,5912,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1
2020-03-29,Utrecht,880,2020-03-29,Utrecht,6792,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1
2020-03-30,Utrecht,952,2020-03-30,Utrecht,7744,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1
2020-03-31,Utrecht,1046,2020-03-31,Utrecht,8790,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1
2020-04-01,Utrecht,1111,2020-04-01,Utrecht,9901,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1
2020-03-07,Zeeland,1,2020-03-07,Zeeland,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0
2020-03-08,Zeeland,1,2020-03-08,Zeeland,2,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0
2020-03-09,Zeeland,1,2020-03-09,Zeeland,3,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,1,0,0
2020-03-10,Zeeland,3,2020-03-10,Zeeland,6,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,1,0,0
2020-03-11,Zeeland,6,2020-03-11,Zeeland,12,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,1,0,0
2020-03-12,Zeeland,9,2020-03-12,Zeeland,21,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0
2020-03-13,Zeeland,9,2020-03-13,Zeeland,30,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0
2020-03-14,Zeeland,10,2020-03-14,Zeeland,40,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0
2020-03-15,Zeeland,12,2020-03-15,Zeeland,52,1,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0
2020-03-16,Zeeland,17,2020-03-16,Zeeland,69,3,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0
2020-03-17,Zeeland,20,2020-03-17,Zeeland,89,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,1,0
2020-03-18,Zeeland,26,2020-03-18,Zeeland,115,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,1,0
2020-03-19,Zeeland,31,2020-03-19,Zeeland,146,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-20,Zeeland,36,2020-03-20,Zeeland,182,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-21,Zeeland,46,2020-03-21,Zeeland,228,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-22,Zeeland,48,2020-03-22,Zeeland,276,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-23,Zeeland,54,2020-03-23,Zeeland,330,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-24,Zeeland,62,2020-03-24,Zeeland,392,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-25,Zeeland,76,2020-03-25,Zeeland,468,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-26,Zeeland,90,2020-03-26,Zeeland,558,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-27,Zeeland,108,2020-03-27,Zeeland,666,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-28,Zeeland,119,2020-03-28,Zeeland,785,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1
2020-03-29,Zeeland,133,2020-03-29,Zeeland,918,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1
2020-03-30,Zeeland,147,2020-03-30,Zeeland,1065,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1
2020-03-31,Zeeland,161,2020-03-31,Zeeland,1226,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1
2020-04-01,Zeeland,178,2020-04-01,Zeeland,1404,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1
2020-02-29,Zuid-Holland,1,2020-02-29,Zuid-Holland,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
2020-03-01,Zuid-Holland,1,2020-03-01,Zuid-Holland,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
2020-03-02,Zuid-Holland,1,2020-03-02,Zuid-Holland,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
2020-03-03,Zuid-Holland,3,2020-03-03,Zuid-Holland,6,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
2020-03-04,Zuid-Holland,7,2020-03-04,Zuid-Holland,13,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
2020-03-05,Zuid-Holland,12,2020-03-05,Zuid-Holland,25,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
2020-03-06,Zuid-Holland,22,2020-03-06,Zuid-Holland,47,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0
2020-03-07,Zuid-Holland,29,2020-03-07,Zuid-Holland,76,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0
2020-03-08,Zuid-Holland,34,2020-03-08,Zuid-Holland,110,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0
2020-03-09,Zuid-Holland,37,2020-03-09,Zuid-Holland,147,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,1,0,0
2020-03-10,Zuid-Holland,47,2020-03-10,Zuid-Holland,194,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,1,0,0
2020-03-11,Zuid-Holland,57,2020-03-11,Zuid-Holland,251,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,1,0,0
2020-03-12,Zuid-Holland,65,2020-03-12,Zuid-Holland,316,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0
2020-03-13,Zuid-Holland,81,2020-03-13,Zuid-Holland,397,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0
2020-03-14,Zuid-Holland,95,2020-03-14,Zuid-Holland,492,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0
2020-03-15,Zuid-Holland,110,2020-03-15,Zuid-Holland,602,1,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0
2020-03-16,Zuid-Holland,136,2020-03-16,Zuid-Holland,738,3,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0
2020-03-17,Zuid-Holland,175,2020-03-17,Zuid-Holland,913,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,1,0
2020-03-18,Zuid-Holland,232,2020-03-18,Zuid-Holland,1145,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,1,0
2020-03-19,Zuid-Holland,303,2020-03-19,Zuid-Holland,1448,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-20,Zuid-Holland,395,2020-03-20,Zuid-Holland,1843,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-21,Zuid-Holland,469,2020-03-21,Zuid-Holland,2312,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-22,Zuid-Holland,567,2020-03-22,Zuid-Holland,2879,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-23,Zuid-Holland,627,2020-03-23,Zuid-Holland,3506,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-24,Zuid-Holland,733,2020-03-24,Zuid-Holland,4239,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-25,Zuid-Holland,862,2020-03-25,Zuid-Holland,5101,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-26,Zuid-Holland,1015,2020-03-26,Zuid-Holland,6116,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-27,Zuid-Holland,1217,2020-03-27,Zuid-Holland,7333,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-28,Zuid-Holland,1470,2020-03-28,Zuid-Holland,8803,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1
2020-03-29,Zuid-Holland,1625,2020-03-29,Zuid-Holland,10428,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1
2020-03-30,Zuid-Holland,1767,2020-03-30,Zuid-Holland,12195,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1
2020-03-31,Zuid-Holland,1949,2020-03-31,Zuid-Holland,14144,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1
2020-04-01,Zuid-Holland,2193,2020-04-01,Zuid-Holland,16337,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1
2020-03-02,NA,8,2020-03-02,NA,8,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
2020-03-04,NA,1,2020-03-04,NA,9,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
2020-03-05,NA,5,2020-03-05,NA,14,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
2020-03-06,NA,4,2020-03-06,NA,18,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0
2020-03-07,NA,4,2020-03-07,NA,22,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0
2020-03-08,NA,2,2020-03-08,NA,24,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0
2020-03-09,NA,1,2020-03-09,NA,25,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,1,0,0
2020-03-10,NA,2,2020-03-10,NA,27,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,1,0,0
2020-03-11,NA,6,2020-03-11,NA,33,0,0,2,0,0,1,0,0,0,0,2,1,2,0,0,1,0,1,0,0
2020-03-12,NA,12,2020-03-12,NA,45,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0
2020-03-13,NA,28,2020-03-13,NA,73,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0
2020-03-14,NA,37,2020-03-14,NA,110,1,1,2,3,0,1,0,0,0,0,2,1,1,1,1,1,1,1,0,0
2020-03-15,NA,58,2020-03-15,NA,168,1,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0
2020-03-16,NA,70,2020-03-16,NA,238,3,3,2,3,0,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0
2020-03-17,NA,70,2020-03-17,NA,308,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,1,0
2020-03-18,NA,84,2020-03-18,NA,392,3,3,2,3,0,1,1,0,2,0,2,1,1,1,1,1,1,1,1,0
2020-03-19,NA,89,2020-03-19,NA,481,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-20,NA,112,2020-03-20,NA,593,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-21,NA,137,2020-03-21,NA,730,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-22,NA,155,2020-03-22,NA,885,3,3,2,3,0,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-23,NA,184,2020-03-23,NA,1069,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-24,NA,200,2020-03-24,NA,1269,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-25,NA,213,2020-03-25,NA,1482,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-26,NA,237,2020-03-26,NA,1719,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-27,NA,265,2020-03-27,NA,1984,3,3,2,3,0,2,1,3,2,0,2,1,1,1,1,1,1,1,1,1
2020-03-28,NA,279,2020-03-28,NA,2263,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1
2020-03-29,NA,305,2020-03-29,NA,2568,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1
2020-03-30,NA,310,2020-03-30,NA,2878,3,3,2,3,0,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1
2020-03-31,NA,0,2020-03-31,NA,2878,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1
2020-04-01,NA,0,2020-04-01,NA,2878,3,3,2,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1
