fecha,cod_ine,ccaa,total,date,cum_confirmed_cases,adm1_name,c1_schoolclosing,c2_workplaceclosing,c3_cancelpublicevents,c4_restrictionsongatherings,c5_closepublictransport,c6_stayathomerequirements,c7_domestictravel,c8_internationaltravel,e1_incomesupport,e2_debtcontractrelief,h1_publicinfocampaign,h2_testingpolicy,h3_contacttracing,school_closure,work_from_home,no_public_gathering,no_private_gathering,transit_suspension,home_isolation,travel_ban_local,travel_ban_intl,t,dow,month,year,day,adm1_id,longest_series,l_cum_confirmed_cases,D_l_cum_confirmed_cases,sample_avg,day_avg,p_esp_1,p_esp_2,p_esp_3
"2020-03-20",11,"Extremadura",297,"2020-03-20",297,"Extremadura",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,20mar2020,5,3,2020,20,"Extremadura",0,5.693732,.2089353,,,1,1,1
"2020-03-21",11,"Extremadura",354,"2020-03-21",354,"Extremadura",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,21mar2020,6,3,2020,21,"Extremadura",0,5.869297,.1755648,,,1,1,1
"2020-03-22",11,"Extremadura",384,"2020-03-22",384,"Extremadura",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,22mar2020,0,3,2020,22,"Extremadura",0,5.950643,.0813456,,,1,1,1
"2020-03-23",11,"Extremadura",493,"2020-03-23",493,"Extremadura",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,23mar2020,1,3,2020,23,"Extremadura",0,6.200509,.2498665,,,1,1,1
"2020-03-24",11,"Extremadura",636,"2020-03-24",636,"Extremadura",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,24mar2020,2,3,2020,24,"Extremadura",0,6.455199,.2546897,,,1,1,1
"2020-03-25",11,"Extremadura",742,"2020-03-25",742,"Extremadura",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,25mar2020,3,3,2020,25,"Extremadura",0,6.609349,.1541505,,,1,1,1
"2020-03-03",12,"Galicia",0,"2020-03-03",,"Galicia",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,03mar2020,2,3,2020,3,"Galicia",0,,,,,0,0,0
"2020-03-04",12,"Galicia",1,"2020-03-04",,"Galicia",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,04mar2020,3,3,2020,4,"Galicia",0,,,,,0,0,0
"2020-03-05",12,"Galicia",1,"2020-03-05",,"Galicia",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,05mar2020,4,3,2020,5,"Galicia",0,,,,,0,0,0
"2020-03-06",12,"Galicia",3,"2020-03-06",,"Galicia",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,06mar2020,5,3,2020,6,"Galicia",0,,,,,0,0,0
"2020-03-07",12,"Galicia",3,"2020-03-07",,"Galicia",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,07mar2020,6,3,2020,7,"Galicia",0,,,,,0,0,0
"2020-03-08",12,"Galicia",5,"2020-03-08",,"Galicia",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,08mar2020,0,3,2020,8,"Galicia",0,,,,,0,0,0
"2020-03-09",12,"Galicia",6,"2020-03-09",,"Galicia",3,1,0,0,0,0,1,0,0,2,2,1,1,1,1,0,0,0,0,1,0,09mar2020,1,3,2020,9,"Galicia",0,,,,,1,0,0
"2020-03-10",12,"Galicia",22,"2020-03-10",22,"Galicia",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,10mar2020,2,3,2020,10,"Galicia",0,3.091043,,,,1,1,0
"2020-03-11",12,"Galicia",39,"2020-03-11",39,"Galicia",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,11mar2020,3,3,2020,11,"Galicia",0,3.663562,.5725191,,,1,1,0
"2020-03-12",12,"Galicia",35,"2020-03-12",35,"Galicia",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,12mar2020,4,3,2020,12,"Galicia",0,3.555348,,,,1,1,0
"2020-03-13",12,"Galicia",85,"2020-03-13",85,"Galicia",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,13mar2020,5,3,2020,13,"Galicia",0,4.442651,.8873031,,,1,1,0
"2020-03-14",12,"Galicia",115,"2020-03-14",115,"Galicia",3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1,14mar2020,6,3,2020,14,"Galicia",0,4.744932,.3022809,,,1,1,1
"2020-03-15",12,"Galicia",195,"2020-03-15",195,"Galicia",3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1,15mar2020,0,3,2020,15,"Galicia",0,5.273,.5280676,,,1,1,1
"2020-03-16",12,"Galicia",245,"2020-03-16",245,"Galicia",3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1,16mar2020,1,3,2020,16,"Galicia",0,5.501258,.2282586,,,1,1,1
"2020-03-17",12,"Galicia",292,"2020-03-17",292,"Galicia",3,2,2,1,1,2,1,4,0,2,2,1,1,1,1,1,1,1,1,1,1,17mar2020,2,3,2020,17,"Galicia",0,5.676754,.1754956,,,1,1,1
"2020-03-18",12,"Galicia",341,"2020-03-18",341,"Galicia",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,18mar2020,3,3,2020,18,"Galicia",0,5.831882,.1551285,,,1,1,1
"2020-03-19",12,"Galicia",453,"2020-03-19",453,"Galicia",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,19mar2020,4,3,2020,19,"Galicia",0,6.115892,.2840095,,,1,1,1
"2020-03-20",12,"Galicia",578,"2020-03-20",578,"Galicia",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,20mar2020,5,3,2020,20,"Galicia",0,6.359574,.2436819,,,1,1,1
"2020-03-21",12,"Galicia",739,"2020-03-21",739,"Galicia",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,21mar2020,6,3,2020,21,"Galicia",0,6.605298,.2457242,,,1,1,1
"2020-03-22",12,"Galicia",915,"2020-03-22",915,"Galicia",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,22mar2020,0,3,2020,22,"Galicia",0,6.818924,.2136259,,,1,1,1
"2020-03-23",12,"Galicia",1208,"2020-03-23",1208,"Galicia",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,23mar2020,1,3,2020,23,"Galicia",0,7.096721,.2777972,,,1,1,1
"2020-03-24",12,"Galicia",1415,"2020-03-24",1415,"Galicia",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,24mar2020,2,3,2020,24,"Galicia",0,7.254885,.1581635,,,1,1,1
"2020-03-25",12,"Galicia",1653,"2020-03-25",1653,"Galicia",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,25mar2020,3,3,2020,25,"Galicia",0,7.410347,.1554623,,,1,1,1
"2020-03-03",17,"La Rioja",3,"2020-03-03",,"La Rioja",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,03mar2020,2,3,2020,3,"La Rioja",0,,,,,0,0,0
"2020-03-04",17,"La Rioja",7,"2020-03-04",,"La Rioja",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,04mar2020,3,3,2020,4,"La Rioja",0,,,,,0,0,0
"2020-03-05",17,"La Rioja",11,"2020-03-05",11,"La Rioja",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,05mar2020,4,3,2020,5,"La Rioja",0,2.397895,,,,0,0,0
"2020-03-06",17,"La Rioja",29,"2020-03-06",29,"La Rioja",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,06mar2020,5,3,2020,6,"La Rioja",0,3.367296,.9694004,,,0,0,0
"2020-03-07",17,"La Rioja",39,"2020-03-07",39,"La Rioja",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,07mar2020,6,3,2020,7,"La Rioja",0,3.663562,.2962658,,,0,0,0
"2020-03-08",17,"La Rioja",55,"2020-03-08",55,"La Rioja",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,08mar2020,0,3,2020,8,"La Rioja",0,4.007333,.3437717,,,0,0,0
"2020-03-09",17,"La Rioja",81,"2020-03-09",81,"La Rioja",3,1,0,0,0,0,1,0,0,2,2,1,1,1,1,0,0,0,0,1,0,09mar2020,1,3,2020,9,"La Rioja",0,4.394449,.387116,,,1,0,0
"2020-03-10",17,"La Rioja",144,"2020-03-10",144,"La Rioja",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,10mar2020,2,3,2020,10,"La Rioja",0,4.969813,.5753641,,,1,1,0
"2020-03-11",17,"La Rioja",179,"2020-03-11",179,"La Rioja",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,11mar2020,3,3,2020,11,"La Rioja",0,5.187386,.2175727,,,1,1,0
"2020-03-12",17,"La Rioja",205,"2020-03-12",205,"La Rioja",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,12mar2020,4,3,2020,12,"La Rioja",0,5.32301,.1356239,,,1,1,0
"2020-03-13",17,"La Rioja",243,"2020-03-13",243,"La Rioja",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,13mar2020,5,3,2020,13,"La Rioja",0,5.493062,.1700516,,,1,1,0
"2020-03-14",17,"La Rioja",278,"2020-03-14",278,"La Rioja",3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1,14mar2020,6,3,2020,14,"La Rioja",0,5.627621,.1345596,,,1,1,1
"2020-03-15",17,"La Rioja",300,"2020-03-15",300,"La Rioja",3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1,15mar2020,0,3,2020,15,"La Rioja",0,5.703783,.0761614,,,1,1,1
"2020-03-16",17,"La Rioja",312,"2020-03-16",312,"La Rioja",3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1,16mar2020,1,3,2020,16,"La Rioja",0,5.743003,.0392208,,,1,1,1
"2020-03-17",17,"La Rioja",355,"2020-03-17",355,"La Rioja",3,2,2,1,1,2,1,4,0,2,2,1,1,1,1,1,1,1,1,1,1,17mar2020,2,3,2020,17,"La Rioja",0,5.872118,.1291146,,,1,1,1
"2020-03-18",17,"La Rioja",419,"2020-03-18",419,"La Rioja",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,18mar2020,3,3,2020,18,"La Rioja",0,6.037871,.1657529,,,1,1,1
"2020-03-19",17,"La Rioja",468,"2020-03-19",468,"La Rioja",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,19mar2020,4,3,2020,19,"La Rioja",0,6.148468,.1105976,,,1,1,1
"2020-03-20",17,"La Rioja",497,"2020-03-20",497,"La Rioja",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,20mar2020,5,3,2020,20,"La Rioja",0,6.20859,.0601215,,,1,1,1
"2020-03-21",17,"La Rioja",564,"2020-03-21",564,"La Rioja",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,21mar2020,6,3,2020,21,"La Rioja",0,6.335054,.1264644,,,1,1,1
"2020-03-22",17,"La Rioja",654,"2020-03-22",654,"La Rioja",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,22mar2020,0,3,2020,22,"La Rioja",0,6.483108,.1480532,,,1,1,1
"2020-03-23",17,"La Rioja",747,"2020-03-23",747,"La Rioja",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,23mar2020,1,3,2020,23,"La Rioja",0,6.616065,.1329575,,,1,1,1
"2020-03-24",17,"La Rioja",802,"2020-03-24",802,"La Rioja",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,24mar2020,2,3,2020,24,"La Rioja",0,6.687109,.0710435,,,1,1,1
"2020-03-25",17,"La Rioja",928,"2020-03-25",928,"La Rioja",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,25mar2020,3,3,2020,25,"La Rioja",0,6.833032,.1459231,,,1,1,1
"2020-03-03",13,"Madrid",49,"2020-03-03",49,"Madrid",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,03mar2020,2,3,2020,3,"Madrid",0,3.89182,,,,0,0,0
"2020-03-04",13,"Madrid",70,"2020-03-04",70,"Madrid",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,04mar2020,3,3,2020,4,"Madrid",0,4.248495,.3566749,,,0,0,0
"2020-03-05",13,"Madrid",90,"2020-03-05",90,"Madrid",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,05mar2020,4,3,2020,5,"Madrid",0,4.49981,.2513146,,,0,0,0
"2020-03-06",13,"Madrid",137,"2020-03-06",137,"Madrid",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,06mar2020,5,3,2020,6,"Madrid",0,4.919981,.4201713,,,0,0,0
"2020-03-07",13,"Madrid",174,"2020-03-07",174,"Madrid",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,07mar2020,6,3,2020,7,"Madrid",0,5.159055,.2390742,,,0,0,0
"2020-03-08",13,"Madrid",202,"2020-03-08",202,"Madrid",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,08mar2020,0,3,2020,8,"Madrid",0,5.308268,.1492124,,,0,0,0
"2020-03-09",13,"Madrid",469,"2020-03-09",469,"Madrid",3,1,0,0,0,0,1,0,0,2,2,1,1,1,1,0,0,0,0,1,0,09mar2020,1,3,2020,9,"Madrid",0,6.150603,.8423352,,,1,0,0
"2020-03-10",13,"Madrid",782,"2020-03-10",782,"Madrid",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,10mar2020,2,3,2020,10,"Madrid",0,6.661855,.5112519,,,1,1,0
"2020-03-11",13,"Madrid",1024,"2020-03-11",1024,"Madrid",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,11mar2020,3,3,2020,11,"Madrid",0,6.931472,.2696171,,,1,1,0
"2020-03-12",13,"Madrid",1388,"2020-03-12",1388,"Madrid",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,12mar2020,4,3,2020,12,"Madrid",0,7.235619,.3041472,,,1,1,0
"2020-03-13",13,"Madrid",1990,"2020-03-13",1990,"Madrid",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,13mar2020,5,3,2020,13,"Madrid",0,7.59589,.360271,,,1,1,0
"2020-03-14",13,"Madrid",2940,"2020-03-14",2940,"Madrid",3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1,14mar2020,6,3,2020,14,"Madrid",0,7.986165,.390275,,,1,1,1
"2020-03-15",13,"Madrid",3544,"2020-03-15",3544,"Madrid",3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1,15mar2020,0,3,2020,15,"Madrid",0,8.173012,.1868467,,,1,1,1
"2020-03-16",13,"Madrid",4165,"2020-03-16",4165,"Madrid",3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1,16mar2020,1,3,2020,16,"Madrid",0,8.334472,.1614599,,,1,1,1
"2020-03-17",13,"Madrid",4871,"2020-03-17",4871,"Madrid",3,2,2,1,1,2,1,4,0,2,2,1,1,1,1,1,1,1,1,1,1,17mar2020,2,3,2020,17,"Madrid",0,8.491055,.1565828,,,1,1,1
"2020-03-18",13,"Madrid",5637,"2020-03-18",5637,"Madrid",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,18mar2020,3,3,2020,18,"Madrid",0,8.637107,.1460524,,,1,1,1
"2020-03-19",13,"Madrid",6777,"2020-03-19",6777,"Madrid",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,19mar2020,4,3,2020,19,"Madrid",0,8.82129,.1841831,,,1,1,1
"2020-03-20",13,"Madrid",7165,"2020-03-20",7165,"Madrid",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,20mar2020,5,3,2020,20,"Madrid",0,8.876964,.0556736,,,1,1,1
"2020-03-21",13,"Madrid",8921,"2020-03-21",8921,"Madrid",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,21mar2020,6,3,2020,21,"Madrid",0,9.096164,.2192001,,,1,1,1
"2020-03-22",13,"Madrid",9702,"2020-03-22",9702,"Madrid",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,22mar2020,0,3,2020,22,"Madrid",0,9.180087,.0839233,,,1,1,1
"2020-03-23",13,"Madrid",10575,"2020-03-23",10575,"Madrid",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,23mar2020,1,3,2020,23,"Madrid",0,9.266248,.0861607,,,1,1,1
"2020-03-24",13,"Madrid",12352,"2020-03-24",12352,"Madrid",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,24mar2020,2,3,2020,24,"Madrid",0,9.421574,.1553259,,,1,1,1
"2020-03-25",13,"Madrid",14597,"2020-03-25",14597,"Madrid",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,25mar2020,3,3,2020,25,"Madrid",0,9.588572,.1669979,,,1,1,1
"2020-03-03",19,"Melilla",0,"2020-03-03",,"Melilla",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,03mar2020,2,3,2020,3,"Melilla",0,,,,,0,0,0
"2020-03-04",19,"Melilla",0,"2020-03-04",,"Melilla",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,04mar2020,3,3,2020,4,"Melilla",0,,,,,0,0,0
"2020-03-05",19,"Melilla",0,"2020-03-05",,"Melilla",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,05mar2020,4,3,2020,5,"Melilla",0,,,,,0,0,0
"2020-03-06",19,"Melilla",0,"2020-03-06",,"Melilla",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,06mar2020,5,3,2020,6,"Melilla",0,,,,,0,0,0
"2020-03-07",19,"Melilla",0,"2020-03-07",,"Melilla",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,07mar2020,6,3,2020,7,"Melilla",0,,,,,0,0,0
"2020-03-08",19,"Melilla",0,"2020-03-08",,"Melilla",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,08mar2020,0,3,2020,8,"Melilla",0,,,,,0,0,0
"2020-03-09",19,"Melilla",0,"2020-03-09",,"Melilla",3,1,0,0,0,0,1,0,0,2,2,1,1,1,1,0,0,0,0,1,0,09mar2020,1,3,2020,9,"Melilla",0,,,,,1,0,0
"2020-03-10",19,"Melilla",0,"2020-03-10",,"Melilla",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,10mar2020,2,3,2020,10,"Melilla",0,,,,,1,1,0
"2020-03-11",19,"Melilla",0,"2020-03-11",,"Melilla",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,11mar2020,3,3,2020,11,"Melilla",0,,,,,1,1,0
"2020-03-12",19,"Melilla",0,"2020-03-12",,"Melilla",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,12mar2020,4,3,2020,12,"Melilla",0,,,,,1,1,0
"2020-03-13",19,"Melilla",2,"2020-03-13",,"Melilla",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,13mar2020,5,3,2020,13,"Melilla",0,,,,,1,1,0
"2020-03-14",19,"Melilla",3,"2020-03-14",,"Melilla",3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1,14mar2020,6,3,2020,14,"Melilla",0,,,,,1,1,1
"2020-03-15",19,"Melilla",8,"2020-03-15",,"Melilla",3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1,15mar2020,0,3,2020,15,"Melilla",0,,,,,1,1,1
"2020-03-16",19,"Melilla",8,"2020-03-16",,"Melilla",3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1,16mar2020,1,3,2020,16,"Melilla",0,,,,,1,1,1
"2020-03-17",19,"Melilla",17,"2020-03-17",17,"Melilla",3,2,2,1,1,2,1,4,0,2,2,1,1,1,1,1,1,1,1,1,1,17mar2020,2,3,2020,17,"Melilla",0,2.833213,,,,1,1,1
"2020-03-18",19,"Melilla",20,"2020-03-18",20,"Melilla",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,18mar2020,3,3,2020,18,"Melilla",0,2.995732,.162519,,,1,1,1
"2020-03-19",19,"Melilla",23,"2020-03-19",23,"Melilla",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,19mar2020,4,3,2020,19,"Melilla",0,3.135494,.1397619,,,1,1,1
"2020-03-20",19,"Melilla",24,"2020-03-20",24,"Melilla",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,20mar2020,5,3,2020,20,"Melilla",0,3.178054,.0425596,,,1,1,1
"2020-03-21",19,"Melilla",25,"2020-03-21",25,"Melilla",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,21mar2020,6,3,2020,21,"Melilla",0,3.218876,.040822,,,1,1,1
"2020-03-22",19,"Melilla",25,"2020-03-22",25,"Melilla",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,22mar2020,0,3,2020,22,"Melilla",0,3.218876,0,,,1,1,1
"2020-03-23",19,"Melilla",28,"2020-03-23",28,"Melilla",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,23mar2020,1,3,2020,23,"Melilla",0,3.332205,.1133287,,,1,1,1
