fecha,cod_ine,ccaa,total,date,cum_confirmed_cases,adm1_name,c1_schoolclosing,c2_workplaceclosing,c3_cancelpublicevents,c4_restrictionsongatherings,c5_closepublictransport,c6_stayathomerequirements,c7_domestictravel,c8_internationaltravel,e1_incomesupport,e2_debtcontractrelief,h1_publicinfocampaign,h2_testingpolicy,h3_contacttracing,school_closure,work_from_home,no_public_gathering,no_private_gathering,transit_suspension,home_isolation,travel_ban_local,travel_ban_intl,t,dow,month,year,day,adm1_id,longest_series,l_cum_confirmed_cases,D_l_cum_confirmed_cases,sample_avg,day_avg,p_esp_1,p_esp_2,p_esp_3
"2020-03-24",19,"Melilla",28,"2020-03-24",28,"Melilla",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,24mar2020,2,3,2020,24,"Melilla",0,3.332205,0,,,1,1,1
"2020-03-25",19,"Melilla",38,"2020-03-25",38,"Melilla",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,25mar2020,3,3,2020,25,"Melilla",0,3.637586,.3053815,,,1,1,1
"2020-03-03",14,"Murcia",0,"2020-03-03",,"Murcia",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,03mar2020,2,3,2020,3,"Murcia",0,,,,,0,0,0
"2020-03-04",14,"Murcia",0,"2020-03-04",,"Murcia",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,04mar2020,3,3,2020,4,"Murcia",0,,,,,0,0,0
"2020-03-05",14,"Murcia",0,"2020-03-05",,"Murcia",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,05mar2020,4,3,2020,5,"Murcia",0,,,,,0,0,0
"2020-03-06",14,"Murcia",0,"2020-03-06",,"Murcia",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,06mar2020,5,3,2020,6,"Murcia",0,,,,,0,0,0
"2020-03-07",14,"Murcia",0,"2020-03-07",,"Murcia",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,07mar2020,6,3,2020,7,"Murcia",0,,,,,0,0,0
"2020-03-08",14,"Murcia",1,"2020-03-08",,"Murcia",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,08mar2020,0,3,2020,8,"Murcia",0,,,,,0,0,0
"2020-03-09",14,"Murcia",4,"2020-03-09",,"Murcia",3,1,0,0,0,0,1,0,0,2,2,1,1,1,1,0,0,0,0,1,0,09mar2020,1,3,2020,9,"Murcia",0,,,,,1,0,0
"2020-03-10",14,"Murcia",9,"2020-03-10",,"Murcia",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,10mar2020,2,3,2020,10,"Murcia",0,,,,,1,1,0
"2020-03-11",14,"Murcia",11,"2020-03-11",11,"Murcia",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,11mar2020,3,3,2020,11,"Murcia",0,2.397895,,,,1,1,0
"2020-03-12",14,"Murcia",26,"2020-03-12",26,"Murcia",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,12mar2020,4,3,2020,12,"Murcia",0,3.258096,.8602011,,,1,1,0
"2020-03-13",14,"Murcia",35,"2020-03-13",35,"Murcia",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,13mar2020,5,3,2020,13,"Murcia",0,3.555348,.2972517,,,1,1,0
"2020-03-14",14,"Murcia",47,"2020-03-14",47,"Murcia",3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1,14mar2020,6,3,2020,14,"Murcia",0,3.850147,.2947993,,,1,1,1
"2020-03-15",14,"Murcia",71,"2020-03-15",71,"Murcia",3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1,15mar2020,0,3,2020,15,"Murcia",0,4.26268,.4125326,,,1,1,1
"2020-03-16",14,"Murcia",77,"2020-03-16",77,"Murcia",3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1,16mar2020,1,3,2020,16,"Murcia",0,4.343805,.0811253,,,1,1,1
"2020-03-17",14,"Murcia",97,"2020-03-17",97,"Murcia",3,2,2,1,1,2,1,4,0,2,2,1,1,1,1,1,1,1,1,1,1,17mar2020,2,3,2020,17,"Murcia",0,4.574711,.2309055,,,1,1,1
"2020-03-18",14,"Murcia",122,"2020-03-18",122,"Murcia",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,18mar2020,3,3,2020,18,"Murcia",0,4.804021,.22931,,,1,1,1
"2020-03-19",14,"Murcia",167,"2020-03-19",167,"Murcia",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,19mar2020,4,3,2020,19,"Murcia",0,5.117994,.3139729,,,1,1,1
"2020-03-20",14,"Murcia",204,"2020-03-20",204,"Murcia",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,20mar2020,5,3,2020,20,"Murcia",0,5.31812,.2001262,,,1,1,1
"2020-03-21",14,"Murcia",240,"2020-03-21",240,"Murcia",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,21mar2020,6,3,2020,21,"Murcia",0,5.480639,.162519,,,1,1,1
"2020-03-22",14,"Murcia",296,"2020-03-22",296,"Murcia",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,22mar2020,0,3,2020,22,"Murcia",0,5.69036,.2097206,,,1,1,1
"2020-03-23",14,"Murcia",345,"2020-03-23",345,"Murcia",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,23mar2020,1,3,2020,23,"Murcia",0,5.843544,.1531849,,,1,1,1
"2020-03-24",14,"Murcia",385,"2020-03-24",385,"Murcia",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,24mar2020,2,3,2020,24,"Murcia",0,5.953243,.1096988,,,1,1,1
"2020-03-25",14,"Murcia",477,"2020-03-25",477,"Murcia",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,25mar2020,3,3,2020,25,"Murcia",0,6.167517,.2142735,,,1,1,1
"2020-03-03",15,"Navarra",1,"2020-03-03",,"Navarra",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,03mar2020,2,3,2020,3,"Navarra",0,,,,,0,0,0
"2020-03-04",15,"Navarra",3,"2020-03-04",,"Navarra",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,04mar2020,3,3,2020,4,"Navarra",0,,,,,0,0,0
"2020-03-05",15,"Navarra",3,"2020-03-05",,"Navarra",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,05mar2020,4,3,2020,5,"Navarra",0,,,,,0,0,0
"2020-03-06",15,"Navarra",3,"2020-03-06",,"Navarra",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,06mar2020,5,3,2020,6,"Navarra",0,,,,,0,0,0
"2020-03-07",15,"Navarra",3,"2020-03-07",,"Navarra",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,07mar2020,6,3,2020,7,"Navarra",0,,,,,0,0,0
"2020-03-08",15,"Navarra",3,"2020-03-08",,"Navarra",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,08mar2020,0,3,2020,8,"Navarra",0,,,,,0,0,0
"2020-03-09",15,"Navarra",3,"2020-03-09",,"Navarra",3,1,0,0,0,0,1,0,0,2,2,1,1,1,1,0,0,0,0,1,0,09mar2020,1,3,2020,9,"Navarra",0,,,,,1,0,0
"2020-03-10",15,"Navarra",12,"2020-03-10",12,"Navarra",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,10mar2020,2,3,2020,10,"Navarra",0,2.484907,,,,1,1,0
"2020-03-11",15,"Navarra",46,"2020-03-11",46,"Navarra",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,11mar2020,3,3,2020,11,"Navarra",0,3.828641,1.343735,,,1,1,0
"2020-03-12",15,"Navarra",73,"2020-03-12",73,"Navarra",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,12mar2020,4,3,2020,12,"Navarra",0,4.29046,.4618182,,,1,1,0
"2020-03-13",15,"Navarra",130,"2020-03-13",130,"Navarra",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,13mar2020,5,3,2020,13,"Navarra",0,4.867535,.577075,,,1,1,0
"2020-03-14",15,"Navarra",146,"2020-03-14",146,"Navarra",3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1,14mar2020,6,3,2020,14,"Navarra",0,4.983607,.1160722,,,1,1,1
"2020-03-15",15,"Navarra",183,"2020-03-15",183,"Navarra",3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1,15mar2020,0,3,2020,15,"Navarra",0,5.209486,.2258792,,,1,1,1
"2020-03-16",15,"Navarra",274,"2020-03-16",274,"Navarra",3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1,16mar2020,1,3,2020,16,"Navarra",0,5.613128,.4036422,,,1,1,1
"2020-03-17",15,"Navarra",313,"2020-03-17",313,"Navarra",3,2,2,1,1,2,1,4,0,2,2,1,1,1,1,1,1,1,1,1,1,17mar2020,2,3,2020,17,"Navarra",0,5.746203,.1330752,,,1,1,1
"2020-03-18",15,"Navarra",386,"2020-03-18",386,"Navarra",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,18mar2020,3,3,2020,18,"Navarra",0,5.955837,.2096338,,,1,1,1
"2020-03-19",15,"Navarra",482,"2020-03-19",482,"Navarra",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,19mar2020,4,3,2020,19,"Navarra",0,6.177944,.2221069,,,1,1,1
"2020-03-20",15,"Navarra",554,"2020-03-20",554,"Navarra",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,20mar2020,5,3,2020,20,"Navarra",0,6.317165,.1392207,,,1,1,1
"2020-03-21",15,"Navarra",664,"2020-03-21",664,"Navarra",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,21mar2020,6,3,2020,21,"Navarra",0,6.498282,.1811171,,,1,1,1
"2020-03-22",15,"Navarra",794,"2020-03-22",794,"Navarra",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,22mar2020,0,3,2020,22,"Navarra",0,6.677083,.1788015,,,1,1,1
"2020-03-23",15,"Navarra",886,"2020-03-23",886,"Navarra",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,23mar2020,1,3,2020,23,"Navarra",0,6.786717,.1096334,,,1,1,1
"2020-03-24",15,"Navarra",1014,"2020-03-24",1014,"Navarra",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,24mar2020,2,3,2020,24,"Navarra",0,6.921658,.1349411,,,1,1,1
"2020-03-25",15,"Navarra",1197,"2020-03-25",1197,"Navarra",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,25mar2020,3,3,2020,25,"Navarra",0,7.087574,.1659155,,,1,1,1
"2020-03-03",16,"País Vasco",13,"2020-03-03",13,"País Vasco",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,03mar2020,2,3,2020,3,"País Vasco",0,2.564949,,,,0,0,0
"2020-03-04",16,"País Vasco",17,"2020-03-04",17,"País Vasco",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,04mar2020,3,3,2020,4,"País Vasco",0,2.833213,.2682641,,,0,0,0
"2020-03-05",16,"País Vasco",17,"2020-03-05",17,"País Vasco",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,05mar2020,4,3,2020,5,"País Vasco",0,2.833213,0,,,0,0,0
"2020-03-06",16,"País Vasco",45,"2020-03-06",45,"País Vasco",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,06mar2020,5,3,2020,6,"País Vasco",0,3.806663,.9734492,,,0,0,0
"2020-03-07",16,"País Vasco",45,"2020-03-07",45,"País Vasco",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,07mar2020,6,3,2020,7,"País Vasco",0,3.806663,0,,,0,0,0
"2020-03-08",16,"País Vasco",102,"2020-03-08",102,"País Vasco",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,08mar2020,0,3,2020,8,"País Vasco",0,4.624973,.8183103,,,0,0,0
"2020-03-09",16,"País Vasco",149,"2020-03-09",149,"País Vasco",3,1,0,0,0,0,1,0,0,2,2,1,1,1,1,0,0,0,0,1,0,09mar2020,1,3,2020,9,"País Vasco",0,5.003946,.3789735,,,1,0,0
"2020-03-10",16,"País Vasco",195,"2020-03-10",195,"País Vasco",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,10mar2020,2,3,2020,10,"País Vasco",0,5.273,.2690535,,,1,1,0
"2020-03-11",16,"País Vasco",225,"2020-03-11",225,"País Vasco",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,11mar2020,3,3,2020,11,"País Vasco",0,5.416101,.1431007,,,1,1,0
"2020-03-12",16,"País Vasco",346,"2020-03-12",346,"País Vasco",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,12mar2020,4,3,2020,12,"País Vasco",0,5.846439,.4303384,,,1,1,0
"2020-03-13",16,"País Vasco",417,"2020-03-13",417,"País Vasco",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,13mar2020,5,3,2020,13,"País Vasco",0,6.033086,.1866474,,,1,1,0
"2020-03-14",16,"País Vasco",417,"2020-03-14",417,"País Vasco",3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1,14mar2020,6,3,2020,14,"País Vasco",0,6.033086,0,,,1,1,1
"2020-03-15",16,"País Vasco",630,"2020-03-15",630,"País Vasco",3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1,15mar2020,0,3,2020,15,"País Vasco",0,6.44572,.4126334,,,1,1,1
"2020-03-16",16,"País Vasco",630,"2020-03-16",630,"País Vasco",3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1,16mar2020,1,3,2020,16,"País Vasco",0,6.44572,0,,,1,1,1
"2020-03-17",16,"País Vasco",765,"2020-03-17",765,"País Vasco",3,2,2,1,1,2,1,4,0,2,2,1,1,1,1,1,1,1,1,1,1,17mar2020,2,3,2020,17,"País Vasco",0,6.639876,.1941562,,,1,1,1
"2020-03-18",16,"País Vasco",973,"2020-03-18",973,"País Vasco",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,18mar2020,3,3,2020,18,"País Vasco",0,6.880384,.2405081,,,1,1,1
"2020-03-19",16,"País Vasco",1190,"2020-03-19",1190,"País Vasco",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,19mar2020,4,3,2020,19,"País Vasco",0,7.081708,.2013245,,,1,1,1
"2020-03-20",16,"País Vasco",1465,"2020-03-20",1465,"País Vasco",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,20mar2020,5,3,2020,20,"País Vasco",0,7.28961,.207902,,,1,1,1
"2020-03-21",16,"País Vasco",1725,"2020-03-21",1725,"País Vasco",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,21mar2020,6,3,2020,21,"País Vasco",0,7.452982,.163372,,,1,1,1
"2020-03-22",16,"País Vasco",2097,"2020-03-22",2097,"País Vasco",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,22mar2020,0,3,2020,22,"País Vasco",0,7.648263,.1952806,,,1,1,1
"2020-03-23",16,"País Vasco",2421,"2020-03-23",2421,"País Vasco",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,23mar2020,1,3,2020,23,"País Vasco",0,7.791936,.1436729,,,1,1,1
"2020-03-24",16,"País Vasco",2728,"2020-03-24",2728,"País Vasco",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,24mar2020,2,3,2020,24,"País Vasco",0,7.911324,.1193881,,,1,1,1
"2020-03-25",16,"País Vasco",3271,"2020-03-25",3271,"País Vasco",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,25mar2020,3,3,2020,25,"País Vasco",0,8.092851,.1815267,,,1,1,1
"2020-03-03",0,"Total",150,"2020-03-03",150,"Total",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,03mar2020,2,3,2020,3,"Total",1,5.010635,,.2520733,.1627085,0,0,0
"2020-03-04",0,"Total",198,"2020-03-04",198,"Total",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,04mar2020,3,3,2020,4,"Total",1,5.288267,.2776318,.2520733,.1627085,0,0,0
"2020-03-05",0,"Total",237,"2020-03-05",237,"Total",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,05mar2020,4,3,2020,5,"Total",1,5.46806,.1797929,.2520733,.1226442,0,0,0
"2020-03-06",0,"Total",365,"2020-03-06",365,"Total",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,06mar2020,5,3,2020,6,"Total",1,5.899898,.4318376,.2520733,.4195496,0,0,0
"2020-03-07",0,"Total",430,"2020-03-07",430,"Total",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,07mar2020,6,3,2020,7,"Total",1,6.063785,.1638875,.2520733,.1311835,0,0,0
"2020-03-08",0,"Total",589,"2020-03-08",589,"Total",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,08mar2020,0,3,2020,8,"Total",1,6.378426,.314641,.2520733,.3282085,0,0,0
"2020-03-09",0,"Total",999,"2020-03-09",999,"Total",3,1,0,0,0,0,1,0,0,2,2,1,1,1,1,0,0,0,0,1,0,09mar2020,1,3,2020,9,"Total",1,6.906755,.5283289,.2520733,.3206987,1,0,0
"2020-03-10",0,"Total",1622,"2020-03-10",1622,"Total",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,10mar2020,2,3,2020,10,"Total",1,7.391415,.4846601,.2520733,.4292901,1,1,0
"2020-03-11",0,"Total",2128,"2020-03-11",2128,"Total",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,11mar2020,3,3,2020,11,"Total",1,7.662938,.2715225,.2520733,.3454396,1,1,0
"2020-03-12",0,"Total",2950,"2020-03-12",2950,"Total",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,12mar2020,4,3,2020,12,"Total",1,7.989561,.326623,.2520733,.3647552,1,1,0
"2020-03-13",0,"Total",4209,"2020-03-13",4209,"Total",3,1,2,1,0,0,1,3,0,2,2,1,1,1,1,1,1,0,0,1,1,13mar2020,5,3,2020,13,"Total",1,8.34498,.3554196,.2520733,.41862,1,1,0
"2020-03-14",0,"Total",5753,"2020-03-14",5753,"Total",3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1,14mar2020,6,3,2020,14,"Total",1,8.657476,.3124962,.2520733,.2584768,1,1,1
"2020-03-15",0,"Total",7753,"2020-03-15",7753,"Total",3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1,15mar2020,0,3,2020,15,"Total",1,8.955835,.2983589,.2520733,.3760573,1,1,1
"2020-03-16",0,"Total",9191,"2020-03-16",9191,"Total",3,2,2,1,1,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1,16mar2020,1,3,2020,16,"Total",1,9.12598,.170145,.2520733,.2105778,1,1,1
"2020-03-17",0,"Total",11178,"2020-03-17",11178,"Total",3,2,2,1,1,2,1,4,0,2,2,1,1,1,1,1,1,1,1,1,1,17mar2020,2,3,2020,17,"Total",1,9.321703,.1957226,.2520733,.1902107,1,1,1
"2020-03-18",0,"Total",13716,"2020-03-18",13716,"Total",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,18mar2020,3,3,2020,18,"Total",1,9.526319,.2046156,.2520733,.213138,1,1,1
"2020-03-19",0,"Total",17147,"2020-03-19",17147,"Total",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,19mar2020,4,3,2020,19,"Total",1,9.749578,.2232599,.2520733,.2267772,1,1,1
"2020-03-20",0,"Total",19980,"2020-03-20",19980,"Total",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,20mar2020,5,3,2020,20,"Total",1,9.902487,.1529083,.2520733,.2044133,1,1,1
"2020-03-21",0,"Total",24926,"2020-03-21",24926,"Total",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,21mar2020,6,3,2020,21,"Total",1,10.12367,.22118,.2520733,.2110462,1,1,1
"2020-03-22",0,"Total",28572,"2020-03-22",28572,"Total",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,22mar2020,0,3,2020,22,"Total",1,10.26018,.1365156,.2520733,.1660461,1,1,1
"2020-03-23",0,"Total",33089,"2020-03-23",33089,"Total",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,23mar2020,1,3,2020,23,"Total",1,10.40696,.1467733,.2520733,.1607377,1,1,1
"2020-03-24",0,"Total",39673,"2020-03-24",39673,"Total",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,24mar2020,2,3,2020,24,"Total",1,10.58843,.1814709,.2520733,.1573147,1,1,1
"2020-03-25",0,"Total",47610,"2020-03-25",47610,"Total",3,2,2,1,1,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,25mar2020,3,3,2020,25,"Total",1,10.7708,.1823711,.2520733,.1811387,1,1,1
