adm0_name,adm1_name,date,cum_confirmed_cases,cum_confirmed_cases_imputed,population,cum_hospitalized,event_cancel,event_cancel_popwt,home_isolation,home_isolation_popwt,no_gathering_popwt,no_gathering_inside,no_gathering_inside_popwt,social_distance,social_distance_popwt,social_distance_opt,business_closure,no_gathering,testing_regime,no_gathering_size,school_closure,school_closure_popwt,t,dow,month,year,day,adm1_id,longest_series,daily_confirmed_cases,l_cum_confirmed_cases,D_l_cum_confirmed_cases,l_cum_hospitalized,D_l_cum_hospitalized,sample_avg,day_avg,testing_change_fra_15mar2020,p_fra_1,no_gathering_5000,no_gathering_1000,no_gathering_100,p_fra_2,p_fra_3
"FRA","Bretagne","2020-03-09",71,71,3340379,3,0,0,0,0,.2261917,0,0,0,0,0,0,1,0,2,0,0,09mar2020,1,3,2020,9,"Bretagne",0,12,2.484907,,1.098612,0,,,0,0,1,1,1,.4,0
"FRA","Bretagne","2020-03-10",81,81,3340379,4,0,0,0,0,.2261917,0,0,0,0,0,0,1,0,2,0,0,10mar2020,2,3,2020,10,"Bretagne",0,10,2.302585,,1.386294,.2876821,,,0,0,1,1,1,.4,0
"FRA","Bretagne","2020-03-11",94,94,3340379,4,0,0,0,0,.2261917,0,0,.5,.5,0,0,1,0,2,1,.3239372,11mar2020,3,3,2020,11,"Bretagne",0,13,2.564949,.2623641,1.386294,0,.6189693,,0,0,1,1,1,.5,.3239372
"FRA","Bretagne","2020-03-12",117,117,3340379,7,0,0,0,0,.2261917,0,0,.5,.5,0,0,1,0,2,1,.3239372,12mar2020,4,3,2020,12,"Bretagne",0,23,3.135494,.570545,1.94591,.5596157,.6189693,,0,0,1,1,1,.5,.3239372
"FRA","Bretagne","2020-03-13",157,157,3340379,8,0,0,0,0,.2261917,0,0,.5,.5,0,0,1,0,2,1,.3239372,13mar2020,5,3,2020,13,"Bretagne",0,40,3.688879,.5533853,2.079442,.1335315,.6189693,,0,0,1,1,1,.5,.3239372
"FRA","Bretagne","2020-03-14",182,182,3340379,15,0,0,0,0,.2261917,0,0,.5,.5,0,0,1,0,2,1,.3239372,14mar2020,6,3,2020,14,"Bretagne",0,25,3.218876,,2.70805,.6286087,,,0,0,1,1,1,.5,.3239372
"FRA","Bretagne","2020-03-15",207,207,3340379,23,0,0,0,0,.2261917,0,0,.5,.5,0,1,1,1,2,1,.3239372,15mar2020,0,3,2020,15,"Bretagne",0,25,3.218876,0,3.135494,.427444,.6189693,,1,.5,1,1,1,.5,.3239372
"FRA","Bretagne","2020-03-16",233,233,3340379,37,0,0,0,0,.2261917,0,0,.5,.5,0,1,1,1,2,1,1,16mar2020,1,3,2020,16,"Bretagne",0,26,3.258096,.0392206,3.610918,.4754236,.6189693,,0,.5,1,1,1,.5,1
"FRA","Bretagne","2020-03-17",247,247,3340379,57,1,1,.33,.33,.2261917,1,1,1,1,0,1,1,1,2,1,1,17mar2020,2,3,2020,17,"Bretagne",0,14,2.639057,,4.043051,.4321334,,,0,.665,1,1,1,1,1
"FRA","Bretagne","2020-03-18",273,273,3340379,71,1,1,.33,.33,.2261917,1,1,1,1,0,1,1,1,2,1,1,18mar2020,3,3,2020,18,"Bretagne",0,26,3.258096,.6190391,4.26268,.2196288,.6189693,,0,.665,1,1,1,1,1
"FRA","Bretagne","2020-03-19",297,297,3340379,96,1,1,.33,.33,.2261917,1,1,1,1,0,1,1,1,2,1,1,19mar2020,4,3,2020,19,"Bretagne",0,24,3.178054,,4.564348,.3016682,,,0,.665,1,1,1,1,1
"FRA","Bretagne","2020-03-20",346,346,3340379,112,1,1,.33,.33,.2261917,1,1,1,1,0,1,1,1,2,1,1,20mar2020,5,3,2020,20,"Bretagne",0,49,3.89182,.7137663,4.718499,.1541505,.6189693,,0,.665,1,1,1,1,1
"FRA","Bretagne","2020-03-21",359,359,3340379,137,1,1,.33,.33,.2261917,1,1,1,1,0,1,1,1,2,1,1,21mar2020,6,3,2020,21,"Bretagne",0,13,2.564949,,4.919981,.2014823,,,0,.665,1,1,1,1,1
"FRA","Bretagne","2020-03-22",397,397,3340379,157,1,1,.33,.33,.2261917,1,1,1,1,0,1,1,1,2,1,1,22mar2020,0,3,2020,22,"Bretagne",0,38,3.637586,1.072637,5.056246,.1362648,.6189693,,0,.665,1,1,1,1,1
"FRA","Bretagne","2020-03-23",490,490,3340379,193,1,1,1,1,.2261917,1,1,1,1,0,1,1,1,2,1,1,23mar2020,1,3,2020,23,"Bretagne",0,93,4.532599,.8950133,5.26269,.2064443,.6189693,,0,1,1,1,1,1,1
"FRA","Bretagne","2020-03-24",526,526,3340379,228,1,1,1,1,.2261917,1,1,1,1,0,1,1,1,2,1,1,24mar2020,2,3,2020,24,"Bretagne",0,36,3.583519,,5.429346,.1666555,,,0,1,1,1,1,1,1
"FRA","Bretagne","2020-03-25",603,603,3340379,273,1,1,1,1,.2261917,1,1,1,1,0,1,1,1,2,1,1,25mar2020,3,3,2020,25,"Bretagne",0,77,4.343805,.7602863,5.609472,.1801262,.6189693,,0,1,1,1,1,1,1
"FRA","Bretagne","2020-03-26",,,3340379,313,1,1,1,1,.2261917,1,1,1,1,0,1,1,1,2,1,1,26mar2020,4,3,2020,26,"Bretagne",0,,,,5.746203,.1367316,,,0,1,1,1,1,1,1
"FRA","Bretagne","2020-03-27",,,3340379,358,1,1,1,1,.2261917,1,1,1,1,0,1,1,1,2,1,1,27mar2020,5,3,2020,27,"Bretagne",0,,,,5.880533,.1343298,,,0,1,1,1,1,1,1
"FRA","Bretagne","2020-03-28",,,3340379,403,1,1,1,1,.2261917,1,1,1,1,0,1,1,1,2,1,1,28mar2020,6,3,2020,28,"Bretagne",0,,,,5.998937,.1184034,,,0,1,1,1,1,1,1
"FRA","Bretagne","2020-03-29",,,3340379,432,1,1,1,1,.2261917,1,1,1,1,0,1,1,1,2,1,1,29mar2020,0,3,2020,29,"Bretagne",0,,,,6.068426,.069489,,,0,1,1,1,1,1,1
"FRA","Bretagne","2020-03-30",,,3340379,473,1,1,1,1,.2261917,1,1,1,1,0,1,1,1,2,1,1,30mar2020,1,3,2020,30,"Bretagne",0,,,,6.159095,.0906696,,,0,1,1,1,1,1,1
"FRA","Bretagne","2020-03-31",,,3340379,513,1,1,1,1,.2261917,1,1,1,1,0,1,1,1,2,1,1,31mar2020,2,3,2020,31,"Bretagne",0,,,,6.240276,.0811806,,,0,1,1,1,1,1,1
"FRA","Bretagne","2020-04-01",,,3340379,554,1,1,1,1,.2261917,1,1,1,1,0,1,1,1,2,1,1,01apr2020,3,4,2020,1,"Bretagne",0,,,,6.317165,.076889,,,0,1,1,1,1,1,1
"FRA","Bretagne","2020-04-02",,,3340379,593,1,1,1,1,.2261917,1,1,1,1,0,1,1,1,2,1,1,02apr2020,4,4,2020,2,"Bretagne",0,,,,6.385194,.0680294,,,0,1,1,1,1,1,1
"FRA","Bretagne","2020-04-03",,,3340379,627,1,1,1,1,.2261917,1,1,1,1,0,1,1,1,2,1,1,03apr2020,5,4,2020,3,"Bretagne",0,,,,6.440947,.0557523,,,0,1,1,1,1,1,1
"FRA","Bretagne","2020-04-04",,,3340379,660,1,1,1,1,.2261917,1,1,1,1,0,1,1,1,2,1,1,04apr2020,6,4,2020,4,"Bretagne",0,,,,6.49224,.0512934,,,0,1,1,1,1,1,1
"FRA","Bretagne","2020-04-05",,,3340379,698,1,1,1,1,.2261917,1,1,1,1,0,1,1,1,2,1,1,05apr2020,0,4,2020,5,"Bretagne",0,,,,6.548219,.0559793,,,0,1,1,1,1,1,1
"FRA","Bretagne","2020-04-06",,,3340379,733,1,1,1,1,.2261917,1,1,1,1,0,1,1,1,2,1,1,06apr2020,1,4,2020,6,"Bretagne",0,,,,6.597146,.0489264,,,0,1,1,1,1,1,1
"FRA","Centre","2020-02-29",,0,2559073,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,29feb2020,6,2,2020,29,"Centre",0,,,,,,,,0,0,1,0,0,0,0
"FRA","Centre","2020-03-01",,0,2559073,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,01mar2020,0,3,2020,1,"Centre",0,,,,,,,,0,0,1,0,0,0,0
"FRA","Centre","2020-03-06",11,11,2559073,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.2668505,06mar2020,5,3,2020,6,"Centre",0,,,,,,,,0,0,1,0,0,0,.2668505
"FRA","Centre","2020-03-07",16,16,2559073,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.2668505,07mar2020,6,3,2020,7,"Centre",0,5,1.609438,,,,,,0,0,1,0,0,0,.2668505
"FRA","Centre","2020-03-08",16,16,2559073,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1,.2668505,08mar2020,0,3,2020,8,"Centre",0,0,,,0,,,,0,0,1,1,0,.2,.2668505
"FRA","Centre","2020-03-09",17,17,2559073,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1,.2668505,09mar2020,1,3,2020,9,"Centre",0,1,0,,.6931472,.6931472,,,0,0,1,1,0,.2,.2668505
"FRA","Centre","2020-03-10",18,18,2559073,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1000,1,.3949575,10mar2020,2,3,2020,10,"Centre",0,1,0,0,1.098612,.4054651,.6189693,,0,0,1,1,0,.2,.3949575
"FRA","Centre","2020-03-11",20,20,2559073,3,0,0,0,0,0,0,0,.5,.5,0,0,1,0,1000,1,.3949575,11mar2020,3,3,2020,11,"Centre",0,2,.6931472,.6931472,1.098612,0,.6189693,,0,0,1,1,0,.3,.3949575
"FRA","Centre","2020-03-12",30,30,2559073,4,0,0,0,0,0,0,0,.5,.5,0,0,1,0,1000,1,.5107822,12mar2020,4,3,2020,12,"Centre",0,10,2.302585,1.609438,1.386294,.2876821,.6189693,,0,0,1,1,0,.3,.5107822
"FRA","Centre","2020-03-13",33,33,2559073,5,0,0,0,0,0,0,0,.5,.5,0,0,1,0,100,1,.5107822,13mar2020,5,3,2020,13,"Centre",0,3,1.098612,,1.609438,.2231436,,,0,0,1,1,1,.5,.5107822
"FRA","Centre","2020-03-14",54,54,2559073,7,0,0,0,0,0,0,0,.5,.5,0,0,1,0,100,1,.5107822,14mar2020,6,3,2020,14,"Centre",0,21,3.044523,1.94591,1.94591,.3364722,.6189693,,0,0,1,1,1,.5,.5107822
"FRA","Centre","2020-03-15",71,71,2559073,12,0,0,0,0,0,0,0,.5,.5,0,1,1,1,100,1,.5107822,15mar2020,0,3,2020,15,"Centre",0,17,2.833213,,2.484907,.5389966,,,1,.5,1,1,1,.5,.5107822
"FRA","Centre","2020-03-16",90,90,2559073,18,0,0,0,0,0,0,0,.5,.5,0,1,1,1,100,1,1,16mar2020,1,3,2020,16,"Centre",0,19,2.944439,.1112256,2.890372,.4054651,.6189693,,0,.5,1,1,1,.5,1
"FRA","Centre","2020-03-17",103,103,2559073,28,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,17mar2020,2,3,2020,17,"Centre",0,13,2.564949,,3.332205,.4418328,,,0,.665,1,1,1,1,1
"FRA","Centre","2020-03-18",128,128,2559073,33,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,18mar2020,3,3,2020,18,"Centre",0,25,3.218876,.6539266,3.496508,.1643031,.6189693,,0,.665,1,1,1,1,1
"FRA","Centre","2020-03-19",157,157,2559073,46,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,19mar2020,4,3,2020,19,"Centre",0,29,3.367296,.1484199,3.828641,.3321338,.6189693,,0,.665,1,1,1,1,1
"FRA","Centre","2020-03-20",219,219,2559073,62,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,20mar2020,5,3,2020,20,"Centre",0,62,4.127134,.7598386,4.127134,.2984929,.6189693,,0,.665,1,1,1,1,1
"FRA","Centre","2020-03-21",254,254,2559073,79,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,21mar2020,6,3,2020,21,"Centre",0,35,3.555348,,4.369448,.2423134,,,0,.665,1,1,1,1,1
"FRA","Centre","2020-03-22",291,291,2559073,92,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,22mar2020,0,3,2020,22,"Centre",0,37,3.610918,.0555696,4.521789,.1523409,.6189693,,0,.665,1,1,1,1,1
"FRA","Centre","2020-03-23",361,361,2559073,114,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,23mar2020,1,3,2020,23,"Centre",0,70,4.248495,.6375773,4.736198,.2144098,.6189693,,0,1,1,1,1,1,1
"FRA","Centre","2020-03-24",450,450,2559073,128,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,24mar2020,2,3,2020,24,"Centre",0,89,4.488636,.2401414,4.85203,.1158319,.6189693,,0,1,1,1,1,1,1
"FRA","Centre","2020-03-25",561,561,2559073,141,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,25mar2020,3,3,2020,25,"Centre",0,111,4.70953,.2208939,4.94876,.0967298,.6189693,,0,1,1,1,1,1,1
"FRA","Centre","2020-03-26",,,2559073,158,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,26mar2020,4,3,2020,26,"Centre",0,,,,5.062595,.1138349,,,0,1,1,1,1,1,1
"FRA","Centre","2020-03-27",,,2559073,201,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,27mar2020,5,3,2020,27,"Centre",0,,,,5.303305,.2407098,,,0,1,1,1,1,1,1
"FRA","Centre","2020-03-28",,,2559073,234,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,28mar2020,6,3,2020,28,"Centre",0,,,,5.455321,.1520166,,,0,1,1,1,1,1,1
"FRA","Centre","2020-03-29",,,2559073,266,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,29mar2020,0,3,2020,29,"Centre",0,,,,5.583496,.1281748,,,0,1,1,1,1,1,1
"FRA","Centre","2020-03-30",,,2559073,314,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,30mar2020,1,3,2020,30,"Centre",0,,,,5.749393,.1658969,,,0,1,1,1,1,1,1
"FRA","Centre","2020-03-31",,,2559073,357,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,31mar2020,2,3,2020,31,"Centre",0,,,,5.877736,.1283426,,,0,1,1,1,1,1,1
"FRA","Centre","2020-04-01",,,2559073,393,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,01apr2020,3,4,2020,1,"Centre",0,,,,5.97381,.0960741,,,0,1,1,1,1,1,1
"FRA","Centre","2020-04-02",,,2559073,426,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,02apr2020,4,4,2020,2,"Centre",0,,,,6.05444,.0806298,,,0,1,1,1,1,1,1
"FRA","Centre","2020-04-03",,,2559073,465,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,03apr2020,5,4,2020,3,"Centre",0,,,,6.142037,.0875978,,,0,1,1,1,1,1,1
"FRA","Centre","2020-04-04",,,2559073,482,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,04apr2020,6,4,2020,4,"Centre",0,,,,6.177944,.0359068,,,0,1,1,1,1,1,1
"FRA","Centre","2020-04-05",,,2559073,498,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,05apr2020,0,4,2020,5,"Centre",0,,,,6.2106,.0326557,,,0,1,1,1,1,1,1
"FRA","Centre","2020-04-06",,,2559073,523,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,06apr2020,1,4,2020,6,"Centre",0,,,,6.259582,.0489817,,,0,1,1,1,1,1,1
"FRA","Corse","2020-02-29",,0,344679,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,29feb2020,6,2,2020,29,"Corse",0,,,,,,,,0,0,1,0,0,0,0
"FRA","Corse","2020-03-01",,0,344679,3,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,01mar2020,0,3,2020,1,"Corse",0,,,,1.098612,,,,0,0,1,0,0,0,0
"FRA","Corse","2020-03-09",28,28,344679,107,1,.471224,0,0,0,1,.471224,0,0,0,0,1,0,1000,1,.471224,09mar2020,1,3,2020,9,"Corse",0,,,,4.672829,,,,0,0,1,1,0,.3884896,.471224
"FRA","Corse","2020-03-10",42,42,344679,121,1,.471224,0,0,0,1,.471224,0,0,0,0,1,0,1000,1,.471224,10mar2020,2,3,2020,10,"Corse",0,14,2.639057,,4.795791,.122962,,,0,0,1,1,0,.3884896,.471224
"FRA","Corse","2020-03-11",51,51,344679,140,1,.471224,0,0,0,1,.471224,.5,.5,0,0,1,0,1000,1,.471224,11mar2020,3,3,2020,11,"Corse",0,9,2.197225,,4.941642,.1458516,,,0,0,1,1,0,.4884896,.471224
"FRA","Corse","2020-03-12",64,64,344679,166,1,.471224,0,0,0,1,.471224,.5,.5,0,0,1,0,1000,1,.471224,12mar2020,4,3,2020,12,"Corse",0,13,2.564949,.3677247,5.111988,.1703453,.6189693,,0,0,1,1,0,.4884896,.471224
"FRA","Corse","2020-03-13",85,85,344679,204,1,.471224,0,0,0,1,.471224,.5,.5,0,0,1,0,100,1,.471224,13mar2020,5,3,2020,13,"Corse",0,21,3.044523,.4795732,5.31812,.2061324,.6189693,,0,0,1,1,1,.6884896,.471224
"FRA","Corse","2020-03-14",106,106,344679,224,1,.471224,0,0,0,1,.471224,.5,.5,0,0,1,0,100,1,.471224,14mar2020,6,3,2020,14,"Corse",0,21,3.044523,0,5.411646,.0935259,.6189693,,0,0,1,1,1,.6884896,.471224
"FRA","Corse","2020-03-15",115,115,344679,259,1,.471224,0,0,0,1,.471224,.5,.5,0,1,1,1,100,1,.471224,15mar2020,0,3,2020,15,"Corse",0,9,2.197225,,5.556828,.1451821,,,1,.5,1,1,1,.6884896,.471224
"FRA","Corse","2020-03-16",126,126,344679,294,1,.471224,0,0,0,1,.471224,.5,.5,0,1,1,1,100,1,1,16mar2020,1,3,2020,16,"Corse",0,11,2.397895,.2006707,5.68358,.1267519,.6189693,,0,.5,1,1,1,.6884896,1
"FRA","Corse","2020-03-17",145,145,344679,327,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,17mar2020,2,3,2020,17,"Corse",0,19,2.944439,.5465436,5.78996,.1063805,.6189693,,0,.665,1,1,1,1,1
"FRA","Corse","2020-03-18",152,152,344679,354,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,18mar2020,3,3,2020,18,"Corse",0,7,1.94591,,5.869297,.0793366,,,0,.665,1,1,1,1,1
"FRA","Corse","2020-03-19",162,162,344679,393,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,19mar2020,4,3,2020,19,"Corse",0,10,2.302585,.356675,5.97381,.1045127,.6189693,,0,.665,1,1,1,1,1
"FRA","Corse","2020-03-20",168,168,344679,432,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,20mar2020,5,3,2020,20,"Corse",0,6,1.791759,,6.068426,.0946159,,,0,.665,1,1,1,1,1
"FRA","Corse","2020-03-21",173,173,344679,456,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,21mar2020,6,3,2020,21,"Corse",0,5,1.609438,,6.122493,.0540671,,,0,.665,1,1,1,1,1
"FRA","Corse","2020-03-22",183,183,344679,496,1,1,.33,.33,0,1,1,1,1,0,1,1,1,2,1,1,22mar2020,0,3,2020,22,"Corse",0,10,2.302585,.6931472,6.206576,.0840831,.6189693,,0,.665,1,1,1,1,1
"FRA","Corse","2020-03-23",194,194,344679,587,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,23mar2020,1,3,2020,23,"Corse",0,11,2.397895,.0953102,6.375025,.1684489,.6189693,,0,1,1,1,1,1,1
"FRA","Corse","2020-03-24",217,217,344679,682,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,24mar2020,2,3,2020,24,"Corse",0,23,3.135494,.7375989,6.52503,.1500049,.6189693,,0,1,1,1,1,1,1
"FRA","Corse","2020-03-25",225,225,344679,729,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,25mar2020,3,3,2020,25,"Corse",0,8,2.079442,,6.591674,.0666442,,,0,1,1,1,1,1,1
"FRA","Corse","2020-03-26",,,344679,796,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,26mar2020,4,3,2020,26,"Corse",0,,,,6.679599,.0879254,,,0,1,1,1,1,1,1
"FRA","Corse","2020-03-27",,,344679,864,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,27mar2020,5,3,2020,27,"Corse",0,,,,6.761573,.0819736,,,0,1,1,1,1,1,1
"FRA","Corse","2020-03-28",,,344679,905,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,28mar2020,6,3,2020,28,"Corse",0,,,,6.807935,.0463619,,,0,1,1,1,1,1,1
"FRA","Corse","2020-03-29",,,344679,949,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,29mar2020,0,3,2020,29,"Corse",0,,,,6.855409,.0474739,,,0,1,1,1,1,1,1
"FRA","Corse","2020-03-30",,,344679,1002,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,30mar2020,1,3,2020,30,"Corse",0,,,,6.909753,.0543447,,,0,1,1,1,1,1,1
"FRA","Corse","2020-03-31",,,344679,1042,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,31mar2020,2,3,2020,31,"Corse",0,,,,6.948897,.039144,,,0,1,1,1,1,1,1
"FRA","Corse","2020-04-01",,,344679,1089,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,01apr2020,3,4,2020,1,"Corse",0,,,,6.993015,.0441179,,,0,1,1,1,1,1,1
"FRA","Corse","2020-04-02",,,344679,1132,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,02apr2020,4,4,2020,2,"Corse",0,,,,7.031741,.0387259,,,0,1,1,1,1,1,1
"FRA","Corse","2020-04-03",,,344679,1160,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,03apr2020,5,4,2020,3,"Corse",0,,,,7.056175,.0244341,,,0,1,1,1,1,1,1
"FRA","Corse","2020-04-04",,,344679,1165,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,04apr2020,6,4,2020,4,"Corse",0,,,,7.060476,.0043011,,,0,1,1,1,1,1,1
"FRA","Corse","2020-04-05",,,344679,1179,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,05apr2020,0,4,2020,5,"Corse",0,,,,7.072422,.0119457,,,0,1,1,1,1,1,1
"FRA","Corse","2020-04-06",,,344679,1199,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,06apr2020,1,4,2020,6,"Corse",0,,,,7.089243,.0168209,,,0,1,1,1,1,1,1
"FRA","GrandEst","2020-02-29",,2,5511747,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,29feb2020,6,2,2020,29,"GrandEst",0,,,,0,,,,0,0,1,0,0,0,0
"FRA","GrandEst","2020-03-01",,5,5511747,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,01mar2020,0,3,2020,1,"GrandEst",0,,,,0,0,,,0,0,1,0,0,0,0
"FRA","GrandEst","2020-03-02",12,12,5511747,2,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,02mar2020,1,3,2020,2,"GrandEst",0,,,,.6931472,.6931472,,,0,0,1,0,0,0,0
"FRA","GrandEst","2020-03-03",13,13,5511747,4,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,03mar2020,2,3,2020,3,"GrandEst",0,1,0,,1.386294,.6931472,,,0,0,1,0,0,0,0
"FRA","GrandEst","2020-03-04",38,38,5511747,8,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.1384686,04mar2020,3,3,2020,4,"GrandEst",0,25,3.218876,3.218876,2.079442,.6931472,.6189693,,0,0,1,0,0,0,.1384686
"FRA","GrandEst","2020-03-05",77,77,5511747,16,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.1384686,05mar2020,4,3,2020,5,"GrandEst",0,39,3.663562,.4446857,2.772589,.6931472,.6189693,,0,0,1,0,0,0,.1384686
