date,adm0_name,adm1_name,school_closure,travel_ban_local_opt,no_gathering,travel_ban_intl_out,work_from_home,testing_regime,home_isolation,religious_closure,cum_confirmed_cases,cum_confirmed_cases_imputed,population,t,dow,month,year,day,adm1_id,longest_series,daily_confirmed_cases,l_cum_confirmed_cases,D_l_cum_confirmed_cases,testing_change_irn_13mar2020,sample_avg,day_avg,travel_ban_local_opt_natl,school_closure_natl,p_irn_1,p_irn_2,_reghdfe_resid,__hdfe1__,__hdfe2__
"2020-03-18","IRN","Kordestan",1,1,1,1,1,1,1,0,189,189,1603011,18mar2020,3,3,2020,18,"Kordestan",0,22,3.091043,2.397895,0,,,1,0,1,1,1.6376817,.42722532,-.10792757
"2020-03-20","IRN","Kordestan",1,1,1,1,1,1,1,0,215,215,1603011,20mar2020,5,3,2020,20,"Kordestan",0,15,2.70805,.3101549,0,,,1,0,1,1,-.41390282,.42722532,-.14408344
"2020-03-22","IRN","Kordestan",1,1,1,1,1,1,1,0,238,238,1603011,22mar2020,0,3,2020,22,"Kordestan",0,16,2.772589,.8266786,0,,,1,0,1,1,-.29011704,.42722532,.24865449
"2020-03-06","IRN","Lorestan",1,1,1,1,1,0,0,0,78,106,1760649,06mar2020,5,3,2020,6,"Lorestan",0,50,3.912023,1.514128,0,,,1,1,1,0,.38903778,-.1094937,-.14408344
"2020-03-08","IRN","Lorestan",1,1,1,1,1,0,0,0,142,170,1760649,08mar2020,0,3,2020,8,"Lorestan",0,37,3.610918,.3150809,0,,,1,1,1,0,-1.202747,-.1094937,.24865449
"2020-03-10","IRN","Lorestan",1,1,1,1,1,0,0,0,174,202,1760649,10mar2020,2,3,2020,10,"Lorestan",0,25,3.218876,1.272966,0,,,1,1,1,0,-.09788266,-.1094937,.10167506
"2020-03-12","IRN","Lorestan",1,1,1,1,1,0,0,0,208,236,1760649,12mar2020,4,3,2020,12,"Lorestan",0,25,3.218876,1.021651,0,,,1,1,1,0,-.16780276,-.1094937,-.07971937
"2020-03-13","IRN","Lorestan",1,1,1,1,1,1,1,0,233,261,1760649,13mar2020,5,3,2020,13,"Lorestan",0,25,3.218876,0,1,,,1,1,1,1,-.92180352,-.1094937,-.14408344
"2020-03-15","IRN","Lorestan",1,1,1,1,1,1,1,0,287,315,1760649,15mar2020,0,3,2020,15,"Lorestan",0,52,3.951244,3.258096,0,,,1,1,1,1,2.1639156,-.1094937,.24865449
"2020-03-18","IRN","Lorestan",1,1,1,1,1,1,1,0,361,389,1760649,18mar2020,3,3,2020,18,"Lorestan",0,39,3.663562,.1082134,0,,,1,1,1,1,-.62938535,-.1094937,-.10792757
"2020-03-21","IRN","Lorestan",1,1,1,1,1,1,1,0,441,469,1760649,21mar2020,6,3,2020,21,"Lorestan",0,34,3.526361,1.329136,0,,,1,1,1,1,.46666791,-.1094937,.01694164
"2020-03-06","IRN","Markazi",1,1,1,1,1,0,0,0,154,309,1429475,06mar2020,5,3,2020,6,"Markazi",0,48,3.871201,.4372139,0,,,1,0,1,0,-.32882913,.04556357,-.14408344
"2020-03-08","IRN","Markazi",1,1,1,1,1,0,0,0,261,416,1429475,08mar2020,0,3,2020,8,"Markazi",0,70,4.248495,.6375773,0,,,1,0,1,0,-.52120367,.04556357,.24865449
"2020-03-11","IRN","Markazi",1,1,1,1,1,0,0,0,373,528,1429475,11mar2020,3,3,2020,11,"Markazi",0,31,3.433987,.1381502,0,,,1,0,1,0,-.66404868,.04556357,-.10792757
"2020-03-12","IRN","Markazi",1,1,1,1,1,0,0,0,461,616,1429475,12mar2020,4,3,2020,12,"Markazi",0,88,4.477337,1.04335,0,,,1,0,1,0,.21294263,.04556357,-.07971937
"2020-03-14","IRN","Markazi",1,1,1,1,1,1,1,0,624,779,1429475,14mar2020,6,3,2020,14,"Markazi",0,115,4.744932,.8737311,0,,,1,0,1,1,.37031007,.04556357,.01694164
"2020-03-17","IRN","Markazi",1,1,1,1,1,1,1,0,685,840,1429475,17mar2020,2,3,2020,17,"Markazi",0,47,3.850147,1.21109,0,,,1,0,1,1,.6229356,.04556357,.10167506
"2020-03-19","IRN","Markazi",1,1,1,1,1,1,1,0,755,910,1429475,19mar2020,4,3,2020,19,"Markazi",0,47,3.850147,.7146533,0,,,1,0,1,1,.30789319,.04556357,-.07971937
"2020-02-29","IRN","Mazandaran",1,0,1,1,0,0,0,0,32,32,3283582,29feb2020,6,2,2020,29,"Mazandaran",0,12,2.484907,.2876821,0,,,0,0,0,0,.15216999,.28221599,.01694164
"2020-03-06","IRN","Mazandaran",1,1,1,1,1,0,0,0,282,321,3283582,06mar2020,5,3,2020,6,"Mazandaran",0,180,5.192957,1.280934,0,,,1,0,1,0,.27823841,.28221599,-.14408344
"2020-03-07","IRN","Mazandaran",1,1,1,1,1,0,0,0,587,626,3283582,07mar2020,6,3,2020,7,"Mazandaran",0,305,5.720312,.5273547,0,,,1,0,1,0,-.63636581,.28221599,.01694164
"2020-03-10","IRN","Mazandaran",1,1,1,1,1,0,0,0,867,906,3283582,10mar2020,2,3,2020,10,"Mazandaran",0,253,5.53339,2.96844,0,,,1,0,1,0,1.7199863,.28221599,.10167506
"2020-03-12","IRN","Mazandaran",1,1,1,1,1,0,0,0,978,1017,3283582,12mar2020,4,3,2020,12,"Mazandaran",0,79,4.369448,.9037118,0,,,1,0,1,0,-.16334773,.28221599,-.07971937
"2020-03-13","IRN","Mazandaran",1,1,1,1,1,1,1,0,1170,1209,3283582,13mar2020,5,3,2020,13,"Mazandaran",0,192,5.257495,.8880477,1,,,1,0,1,1,.08863867,.28221599,-.14408344
"2020-03-15","IRN","Mazandaran",1,1,1,1,1,1,1,0,1259,1298,3283582,15mar2020,0,3,2020,15,"Mazandaran",0,72,4.276666,1.443453,0,,,1,0,1,1,.47166649,.28221599,.24865449
"2020-03-16","IRN","Mazandaran",1,1,1,1,1,1,1,0,1355,1394,3283582,16mar2020,1,3,2020,16,"Mazandaran",0,96,4.564348,.2876821,0,,,1,0,1,1,-.39997165,.28221599,-.03547815
"2020-03-18","IRN","Mazandaran",1,1,1,1,1,1,1,0,1475,1514,3283582,18mar2020,3,3,2020,18,"Mazandaran",0,61,4.110874,.0333362,0,,,1,0,1,1,-.58186811,.28221599,-.10792757
"2020-03-20","IRN","Mazandaran",1,1,1,1,1,1,1,0,1617,1656,3283582,20mar2020,5,3,2020,20,"Mazandaran",0,84,4.430817,.3703737,0,,,1,0,1,1,-.20867468,.28221599,-.14408344
"2020-03-22","IRN","Mazandaran",1,1,1,1,1,1,1,0,1681,1720,3283582,22mar2020,0,3,2020,22,"Mazandaran",0,36,3.583519,.2513144,0,,,1,0,1,1,-.72047194,.28221599,.24865449
"2020-03-09","IRN","North Khorasan",1,1,1,1,1,0,0,0,34,34,863092,09mar2020,1,3,2020,9,"North Khorasan",0,10,2.302585,2.302585,0,,,1,1,1,0,-.21491988,1.1743161,-.03547815
"2020-03-15","IRN","North Khorasan",1,1,1,1,1,1,1,0,52,52,863092,15mar2020,0,3,2020,15,"North Khorasan",0,6,1.791759,1.791759,0,,,1,1,1,1,-.5862311,1.1743161,.24865449
"2020-03-16","IRN","North Khorasan",1,1,1,1,1,1,1,0,97,97,863092,16mar2020,1,3,2020,16,"North Khorasan",0,45,3.806663,2.014903,0,,,1,1,1,1,-.07895489,1.1743161,-.03547815
"2020-03-22","IRN","North Khorasan",1,1,1,1,1,1,1,0,165,165,863092,22mar2020,0,3,2020,22,"North Khorasan",0,26,3.258096,3.258096,0,,,1,1,1,1,.88010586,1.1743161,.24865449
"2020-03-06","IRN","Qazvin",1,1,1,1,1,0,0,0,129,129,1273761,06mar2020,5,3,2020,6,"Qazvin",0,65,4.174387,.7404003,0,,,1,0,1,0,-.42298858,.44290944,-.14408344
"2020-03-08","IRN","Qazvin",1,1,1,1,1,0,0,0,160,160,1273761,08mar2020,0,3,2020,8,"Qazvin",0,29,3.367296,2.674149,0,,,1,0,1,0,1.1180217,.44290944,.24865449
"2020-03-09","IRN","Qazvin",1,1,1,1,1,0,0,0,200,200,1273761,09mar2020,1,3,2020,9,"Qazvin",0,40,3.688879,.3215837,0,,,1,0,1,0,-.95041045,.44290944,-.03547815
"2020-03-11","IRN","Qazvin",1,1,1,1,1,0,0,0,237,237,1273761,11mar2020,3,3,2020,11,"Qazvin",0,27,3.295837,.9932518,0,,,1,0,1,0,-.20629296,.44290944,-.10792757
"2020-03-12","IRN","Qazvin",1,1,1,1,1,0,0,0,279,279,1273761,12mar2020,4,3,2020,12,"Qazvin",0,42,3.73767,.4418328,0,,,1,0,1,0,-.78592019,.44290944,-.07971937
"2020-03-14","IRN","Qazvin",1,1,1,1,1,1,1,0,338,338,1273761,14mar2020,6,3,2020,14,"Qazvin",0,47,3.850147,1.365241,0,,,1,0,1,1,.46447388,.44290944,.01694164
"2020-03-16","IRN","Qazvin",1,1,1,1,1,1,1,0,400,400,1273761,16mar2020,1,3,2020,16,"Qazvin",0,40,3.688879,.597837,0,,,1,0,1,1,-.25051018,.44290944,-.03547815
"2020-03-18","IRN","Qazvin",1,1,1,1,1,1,1,0,479,479,1273761,18mar2020,3,3,2020,18,"Qazvin",0,53,3.970292,.7121954,0,,,1,0,1,1,-.06370232,.44290944,-.10792757
"2020-03-21","IRN","Qazvin",1,1,1,1,1,1,1,0,593,593,1273761,21mar2020,6,3,2020,21,"Qazvin",0,59,4.077538,1.998096,0,,,1,0,1,1,1.0973291,.44290944,.01694164
"2020-02-29","IRN","Qom",1,1,1,1,0,0,0,0,109,109,1292283,29feb2020,6,2,2020,29,"Qom",0,21,3.044523,.2719338,0,,,0,0,0,0,.10209513,.31654259,.01694164
"2020-03-01","IRN","Qom",1,1,1,1,0,0,0,0,139,139,1292283,01mar2020,0,3,2020,1,"Qom",0,30,3.401197,.3566749,0,,,0,0,0,0,-.04487661,.31654259,.24865449
"2020-03-06","IRN","Qom",1,1,1,1,1,1,0,0,409,515,1292283,06mar2020,5,3,2020,6,"Qom",0,137,4.919981,1.454245,0,,,0,0,1,0,.93132727,.31654259,-.14408344
"2020-03-07","IRN","Qom",1,1,1,1,1,1,0,0,554,660,1292283,07mar2020,6,3,2020,7,"Qom",0,145,4.976734,.0567527,0,,,0,0,1,0,-.62719022,.31654259,.01694164
"2020-03-09","IRN","Qom",1,1,1,1,1,1,0,0,598,704,1292283,09mar2020,1,3,2020,9,"Qom",0,27,3.295837,.4626236,0,,,0,0,1,0,-.16889952,.31654259,-.03547815
"2020-03-10","IRN","Qom",1,1,1,1,1,1,0,0,637,743,1292283,10mar2020,2,3,2020,10,"Qom",0,39,3.663562,.3677247,0,,,0,0,1,0,-.40095166,.31654259,.10167506
"2020-03-11","IRN","Qom",1,1,1,1,1,1,0,0,690,796,1292283,11mar2020,3,3,2020,11,"Qom",0,53,3.970292,.3067303,0,,,0,0,1,0,-.25234341,.31654259,-.10792757
"2020-03-13","IRN","Qom",1,1,1,1,1,1,1,0,774,880,1292283,13mar2020,5,3,2020,13,"Qom",0,42,3.73767,0,1,,,0,0,1,1,-.31963139,.31654259,-.14408344
"2020-03-15","IRN","Qom",1,1,1,1,1,1,1,0,890,996,1292283,15mar2020,0,3,2020,15,"Qom",0,84,4.430817,.9650807,0,,,0,0,1,1,.47307203,.31654259,.24865449
"2020-03-17","IRN","Qom",1,1,1,1,1,1,1,1,938,1044,1292283,17mar2020,2,3,2020,17,"Qom",0,29,3.367296,.4228568,0,,,0,0,1,1,.07782754,.31654259,.10167506
"2020-03-19","IRN","Qom",1,1,1,1,1,1,1,1,991,1097,1292283,19mar2020,4,3,2020,19,"Qom",0,31,3.433987,.3429446,0,,,0,0,1,1,.17930977,.31654259,-.07971937
"2020-03-20","IRN","Qom",1,1,1,1,1,1,1,1,1027,1133,1292283,20mar2020,5,3,2020,20,"Qom",0,36,3.583519,.1495318,0,,,0,0,1,1,.05026107,.31654259,-.14408344
"2020-03-09","IRN","Razavi Khorasan",1,1,1,1,1,0,0,0,174,234,6434501,09mar2020,1,3,2020,9,"Razavi Khorasan",0,29,3.367296,.4228568,0,,,1,1,1,0,-.48547637,-.43485576,-.03547815
"2020-03-10","IRN","Razavi Khorasan",1,1,1,1,1,0,0,0,213,273,6434501,10mar2020,2,3,2020,10,"Razavi Khorasan",0,39,3.663562,.2962658,0,,,1,1,1,0,-.74922054,-.43485576,.10167506
"2020-03-13","IRN","Razavi Khorasan",1,1,1,1,1,1,1,0,386,446,6434501,13mar2020,5,3,2020,13,"Razavi Khorasan",0,110,4.70048,1.333185,1,,,1,1,1,1,.73674326,-.43485576,-.14408344
"2020-03-15","IRN","Razavi Khorasan",1,1,1,1,1,1,1,0,559,619,6434501,15mar2020,0,3,2020,15,"Razavi Khorasan",0,143,4.962845,1.561647,0,,,1,1,1,1,.79282864,-.43485576,.24865449
"2020-03-19","IRN","Razavi Khorasan",1,1,1,1,1,1,1,0,702,762,6434501,19mar2020,4,3,2020,19,"Razavi Khorasan",0,50,3.912023,.5108256,0,,,1,1,1,1,.07038072,-.43485576,-.07971937
"2020-03-21","IRN","Razavi Khorasan",1,1,1,1,1,1,1,0,807,867,6434501,21mar2020,6,3,2020,21,"Razavi Khorasan",0,57,4.043051,.1718502,0,,,1,1,1,1,-.36525571,-.43485576,.01694164
"2020-03-06","IRN","Semnan",1,1,1,1,1,0,0,0,97,107,702360,06mar2020,5,3,2020,6,"Semnan",0,54,3.988984,.8979416,0,,,1,0,1,0,-.27277258,.45023471,-.14408344
"2020-03-08","IRN","Semnan",1,1,1,1,1,0,0,0,158,168,702360,08mar2020,0,3,2020,8,"Semnan",0,37,3.610918,.432864,0,,,1,0,1,0,-1.1305882,.45023471,.24865449
"2020-03-09","IRN","Semnan",1,1,1,1,1,0,0,0,203,213,702360,09mar2020,1,3,2020,9,"Semnan",0,45,3.806663,.1957448,0,,,1,0,1,0,-1.0835747,.45023471,-.03547815
"2020-03-11","IRN","Semnan",1,1,1,1,1,0,0,0,267,277,702360,11mar2020,3,3,2020,11,"Semnan",0,63,4.143135,4.143135,0,,,1,0,1,0,2.9362646,.45023471,-.10792757
"2020-03-14","IRN","Semnan",1,1,1,1,1,1,1,0,392,402,702360,14mar2020,6,3,2020,14,"Semnan",0,47,3.850147,.2125614,0,,,1,0,1,1,-.69553084,.45023471,.01694164
"2020-03-18","IRN","Semnan",1,1,1,1,1,1,1,0,560,570,702360,18mar2020,3,3,2020,18,"Semnan",0,60,4.094345,.597837,0,,,1,0,1,1,-.18538602,.45023471,-.10792757
"2020-03-20","IRN","Semnan",1,1,1,1,1,1,1,0,628,638,702360,20mar2020,5,3,2020,20,"Semnan",0,52,3.951244,1.178655,0,,,1,0,1,1,.43158778,.45023471,-.14408344
"2020-03-07","IRN","Sistan and Baluchestan",1,1,1,1,1,0,0,0,33,40,2775014,07mar2020,6,3,2020,7,"Sistan and Baluchestan",0,13,2.564949,1.871802,0,,,1,1,1,0,.81946398,-.34327061,.01694164
"2020-03-12","IRN","Sistan and Baluchestan",1,1,1,1,1,0,0,0,49,56,2775014,12mar2020,4,3,2020,12,"Sistan and Baluchestan",0,6,1.791759,.4054651,0,,,1,1,1,0,-.55021198,-.34327061,-.07971937
"2020-03-14","IRN","Sistan and Baluchestan",1,1,1,1,1,1,1,0,53,60,2775014,14mar2020,6,3,2020,14,"Sistan and Baluchestan",0,2,.6931472,0,0,,,1,1,1,1,-.62869107,-.34327061,.01694164
"2020-03-15","IRN","Sistan and Baluchestan",1,1,1,1,1,1,1,0,59,66,2775014,15mar2020,0,3,2020,15,"Sistan and Baluchestan",0,6,1.791759,1.098612,0,,,1,1,1,1,.23820838,-.34327061,.24865449
"2020-03-16","IRN","Sistan and Baluchestan",1,1,1,1,1,1,1,0,70,77,2775014,16mar2020,1,3,2020,16,"Sistan and Baluchestan",0,11,2.397895,.6061358,0,,,1,1,1,1,.02986456,-.34327061,-.03547815
"2020-03-17","IRN","Sistan and Baluchestan",1,1,1,1,1,1,1,0,81,88,2775014,17mar2020,2,3,2020,17,"Sistan and Baluchestan",0,11,2.397895,0,0,,,1,1,1,1,-.71342449,-.34327061,.10167506
"2020-03-19","IRN","Sistan and Baluchestan",1,1,1,1,1,1,1,0,105,112,2775014,19mar2020,4,3,2020,19,"Sistan and Baluchestan",0,18,2.890372,1.098612,0,,,1,1,1,1,.56658224,-.34327061,-.07971937
"2020-03-22","IRN","Sistan and Baluchestan",1,1,1,1,1,1,1,0,133,140,2775014,22mar2020,0,3,2020,22,"Sistan and Baluchestan",0,15,2.70805,1.098612,0,,,1,1,1,1,.23820838,-.34327061,.24865449
"2020-03-11","IRN","South Khorasan",1,1,1,1,1,0,0,0,63,70,768898,11mar2020,3,3,2020,11,"South Khorasan",0,15,2.70805,.0689929,0,,,1,1,1,0,-.95444233,-.24730435,-.10792757
"2020-03-15","IRN","South Khorasan",1,1,1,1,1,1,1,0,97,104,768898,15mar2020,0,3,2020,15,"South Khorasan",0,18,2.890372,1.504077,0,,,1,1,1,1,.54770723,-.24730435,.24865449
"2020-03-17","IRN","South Khorasan",1,1,1,1,1,1,1,0,116,123,768898,17mar2020,2,3,2020,17,"South Khorasan",0,12,2.484907,.5389966,0,,,1,1,1,1,-.27039419,-.24730435,.10167506
"2020-03-18","IRN","South Khorasan",1,1,1,1,1,1,1,0,137,144,768898,18mar2020,3,3,2020,18,"South Khorasan",0,21,3.044523,.5596159,0,,,1,1,1,1,-.04017229,-.24730435,-.10792757
"2020-03-20","IRN","South Khorasan",1,1,1,1,1,1,1,0,160,167,768898,20mar2020,5,3,2020,20,"South Khorasan",0,18,2.890372,1.280934,0,,,1,1,1,1,.71730159,-.24730435,-.14408344
"2020-03-01","IRN","Tehran",1,1,1,1,0,0,0,0,349,349,13267637,01mar2020,0,3,2020,1,"Tehran",1,170,5.135798,1.184555,0,.8196025,.5300659,1,0,1,0,.9104359,-.32499425,.24865449
"2020-03-06","IRN","Tehran",1,1,1,1,1,0,0,0,719,1317,13267637,06mar2020,5,3,2020,6,"Tehran",1,61,4.110874,.0855222,0,.8196025,.902523,1,0,1,0,-.30996304,-.32499425,-.14408344
"2020-03-07","IRN","Tehran",1,1,1,1,1,0,0,0,845,1443,13267637,07mar2020,6,3,2020,7,"Tehran",1,126,4.836282,.7254081,0,.8196025,.6179018,1,0,1,0,.16889778,-.32499425,.01694164
"2020-03-08","IRN","Tehran",1,1,1,1,1,0,0,0,1111,1709,13267637,08mar2020,0,3,2020,8,"Tehran",1,266,5.583496,.7472143,0,.8196025,1.395398,1,0,1,0,-.04100883,-.32499425,.24865449
"2020-03-10","IRN","Tehran",1,1,1,1,1,0,0,0,1420,2018,13267637,10mar2020,2,3,2020,10,"Tehran",1,169,5.129899,.1882563,0,.8196025,1.199794,1,0,1,0,-.45298745,-.32499425,.10167506
"2020-03-11","IRN","Tehran",1,1,1,1,1,0,0,0,1676,2274,13267637,11mar2020,3,3,2020,11,"Tehran",1,256,5.545177,.4152789,0,.8196025,.9565619,1,0,1,0,-.01636217,-.32499425,-.10792757
"2020-03-12","IRN","Tehran",1,1,1,1,1,0,0,0,1979,2577,13267637,12mar2020,4,3,2020,12,"Tehran",1,303,5.713733,.1685553,0,.8196025,.9647344,1,0,1,0,-.29129403,-.32499425,-.07971937
"2020-03-13","IRN","Tehran",1,1,1,1,1,1,1,0,2282,2880,13267637,13mar2020,5,3,2020,13,"Tehran",1,303,5.713733,0,1,.8196025,.6837351,1,0,1,1,-.19219879,-.32499425,-.14408344
"2020-03-14","IRN","Tehran",1,1,1,1,1,1,1,0,2629,3227,13267637,14mar2020,6,3,2020,14,"Tehran",1,347,5.849325,.135592,0,.8196025,.7359731,1,0,1,1,.00272873,-.32499425,.01694164
"2020-03-17","IRN","Tehran",1,1,1,1,1,1,1,0,3353,3951,13267637,17mar2020,2,3,2020,17,"Tehran",1,273,5.609472,.3111544,0,.8196025,.5614593,1,0,1,1,.0935577,-.32499425,.10167506
"2020-03-20","IRN","Tehran",1,1,1,1,1,1,1,0,3923,4521,13267637,20mar2020,5,3,2020,20,"Tehran",1,220,5.393628,.4736466,0,.8196025,.5656318,1,0,1,1,.50180847,-.32499425,-.14408344
"2020-03-21","IRN","Tehran",1,1,1,1,1,1,1,0,4155,4753,13267637,21mar2020,6,3,2020,21,"Tehran",1,232,5.446737,.0531096,0,.8196025,.7702051,1,0,1,1,-.0797536,-.32499425,.01694164
"2020-03-22","IRN","Tehran",1,1,1,1,1,1,1,0,4404,5002,13267637,22mar2020,0,3,2020,22,"Tehran",1,249,5.517453,.0707154,0,.8196025,.6380128,1,0,1,1,-.29386068,-.32499425,.24865449
"2020-03-09","IRN","West Azarbaijan",1,1,1,1,1,0,0,0,65,65,3265219,09mar2020,1,3,2020,9,"West Azarbaijan",0,29,3.367296,1.421386,0,,,1,1,1,0,.52891514,-.45071845,-.03547815
"2020-03-11","IRN","West Azarbaijan",1,1,1,1,1,0,0,0,96,96,3265219,11mar2020,3,3,2020,11,"West Azarbaijan",0,27,3.295837,1.909543,0,,,1,1,1,0,1.0895215,-.45071845,-.10792757
"2020-03-13","IRN","West Azarbaijan",1,1,1,1,1,1,1,0,140,140,3265219,13mar2020,5,3,2020,13,"West Azarbaijan",0,25,3.218876,.274437,1,,,1,1,1,1,-.30614182,-.45071845,-.14408344
"2020-03-14","IRN","West Azarbaijan",1,1,1,1,1,1,1,0,171,171,3265219,14mar2020,6,3,2020,14,"West Azarbaijan",0,31,3.433987,.2151113,0,,,1,1,1,1,-.30613198,-.45071845,.01694164
"2020-03-16","IRN","West Azarbaijan",1,1,1,1,1,1,1,0,220,220,3265219,16mar2020,1,3,2020,16,"West Azarbaijan",0,31,3.433987,.5436153,0,,,1,1,1,1,.07479188,-.45071845,-.03547815
"2020-03-17","IRN","West Azarbaijan",1,1,1,1,1,1,1,0,254,254,3265219,17mar2020,2,3,2020,17,"West Azarbaijan",0,34,3.526361,.0923734,0,,,1,1,1,1,-.51360328,-.45071845,.10167506
"2020-03-18","IRN","West Azarbaijan",1,1,1,1,1,1,1,0,296,296,3265219,18mar2020,3,3,2020,18,"West Azarbaijan",0,42,3.73767,.2113092,0,,,1,1,1,1,-.18506483,-.45071845,-.10792757
"2020-03-20","IRN","West Azarbaijan",1,1,1,1,1,1,1,0,349,349,3265219,20mar2020,5,3,2020,20,"West Azarbaijan",0,27,3.295837,.0377405,0,,,1,1,1,1,-.32247769,-.45071845,-.14408344
"2020-03-22","IRN","West Azarbaijan",1,1,1,1,1,1,1,0,391,391,3265219,22mar2020,0,3,2020,22,"West Azarbaijan",0,28,3.332205,.6931472,0,,,1,1,1,1,-.05980891,-.45071845,.24865449
"2020-03-10","IRN","Yazd",1,1,1,1,1,0,0,0,125,125,1138533,10mar2020,2,3,2020,10,"Yazd",0,37,3.610918,2.512305,0,,,1,1,1,0,1.3721191,-.34015573,.10167506
"2020-03-13","IRN","Yazd",1,1,1,1,1,1,1,0,215,215,1138533,13mar2020,5,3,2020,13,"Yazd",0,46,3.828641,.7841189,1,,,1,1,1,1,.09297741,-.34015573,-.14408344
"2020-03-14","IRN","Yazd",1,1,1,1,1,1,1,0,288,288,1138533,14mar2020,6,3,2020,14,"Yazd",0,73,4.29046,.4618182,0,,,1,1,1,1,-.16998773,-.34015573,.01694164
"2020-03-16","IRN","Yazd",1,1,1,1,1,1,1,0,375,375,1138533,16mar2020,1,3,2020,16,"Yazd",0,51,3.931826,.3483067,0,,,1,1,1,1,-.23107951,-.34015573,-.03547815
"2020-03-19","IRN","Yazd",1,1,1,1,1,1,1,0,538,538,1138533,19mar2020,4,3,2020,19,"Yazd",0,69,4.234107,.427444,0,,,1,1,1,1,-.10770096,-.34015573,-.07971937
"2020-03-21","IRN","Yazd",1,1,1,1,1,1,1,0,639,639,1138533,21mar2020,6,3,2020,21,"Yazd",0,52,3.951244,.0594234,0,,,1,1,1,1,-.5723825,-.34015573,.01694164
"2020-03-22","IRN","Yazd",1,1,1,1,1,1,1,0,723,723,1138533,22mar2020,0,3,2020,22,"Yazd",0,84,4.430817,.479573,0,,,1,1,1,1,-.38394579,-.34015573,.24865449
"2020-03-09","IRN","Zanjan",1,1,1,1,1,0,0,0,66,66,1057461,09mar2020,1,3,2020,9,"Zanjan",0,15,2.70805,2.70805,0,,,1,0,1,0,1.7687102,.11025528,-.03547815
"2020-03-11","IRN","Zanjan",1,1,1,1,1,0,0,0,99,99,1057461,11mar2020,3,3,2020,11,"Zanjan",0,22,3.091043,.6931472,0,,,1,0,1,0,-.17374343,.11025528,-.10792757
"2020-03-13","IRN","Zanjan",1,1,1,1,1,1,1,0,136,136,1057461,13mar2020,5,3,2020,13,"Zanjan",0,20,2.995732,.162519,1,,,1,0,1,1,-.46492934,.11025528,-.14408344
"2020-03-14","IRN","Zanjan",1,1,1,1,1,1,1,0,167,167,1057461,14mar2020,6,3,2020,14,"Zanjan",0,31,3.433987,.4382548,0,,,1,0,1,1,-.12985794,.11025528,.01694164
"2020-03-15","IRN","Zanjan",1,1,1,1,1,1,1,0,199,199,1057461,15mar2020,0,3,2020,15,"Zanjan",0,32,3.465736,.0317488,0,,,1,0,1,1,-.76807686,.11025528,.24865449
"2020-03-17","IRN","Zanjan",1,1,1,1,1,1,1,0,239,239,1057461,17mar2020,2,3,2020,17,"Zanjan",0,25,3.218876,.5108256,0,,,1,0,1,1,-.14202056,.11025528,.10167506
"2020-03-19","IRN","Zanjan",1,1,1,1,1,1,1,0,285,285,1057461,19mar2020,4,3,2020,19,"Zanjan",0,26,3.258096,.2623641,0,,,1,0,1,1,-.20908762,.11025528,-.07971937
"2020-03-20","IRN","Zanjan",1,1,1,1,1,1,1,0,329,329,1057461,20mar2020,5,3,2020,20,"Zanjan",0,44,3.78419,.5260932,0,,,1,0,1,1,.11900555,.11025528,-.14408344
